Main Meal,Side Meal,Complete Meal,Ingredients,Quantities,Meal_Ingredient_Ids
Vegetable Fried Rice,"Cashew Curry, Vegetable Cutlets, Ginger Chicken","Vegetable Fried Rice with Cashew Curry, Vegetable Cutlets, Ginger Chicken","Rice,  Vegetables, onion,  Spices, curry leaves, Cashew,  Coconut milk,  Chillies, Carrot,  Potatoes, Chicken,  Ginger","300.0, 60.0, 60.0, 15.0, 9.0, 7.5, 150.0, 180.0, 20.0, 60.0, 10.0, 50.0","SLA008, SLB002, SLD007, SLD060, SLI006, SLK004, SLK009, SLI004,  SLI005, SLK002,  SLB006,  SLK002, SLH006, SLK012"
Vegetable Fried Rice,"Green Pea Curry, Fish Cutlets, Tapioca Chips","Vegetable Fried Rice with Green Pea Curry, Fish Cutlets, Tapioca Chips","Rice,  Vegetables, onion,  Spices, curry leaves, Green pea,  Coconut milk,  Chillies, Fish,  Potatoes, Tapioca,  Oil,  Salt,  chillies","300.0, 60.0, 60.0, 15.0, 9.0, 7.5, 150.0, 175.0, 20.0, 60.0, 10.0, 50.0, 20.0, 10.0","SLA008, SLB002, SLD007, SLD060, SLI006, SLK004, SLK009, SLC007,  SLI005, SLK002, SLF034,  SLB006,  SLK002, SLB011,  SLJ002"
Vegetable Fried Rice,"Cashew Curry, Fish Cutlets, Vegetable Balls","Vegetable Fried Rice with Cashew Curry, Fish Cutlets, Vegetable Balls","Rice,  Vegetables, onion,  Spices, curry leaves, Cashew,  Coconut milk,  Chillies, Fish,  Potatoes, Carrot,  leeks,  Jackfruit","300.0, 60.0, 60.0, 15.0, 9.0, 7.5, 150.0, 175.0, 20.0, 70.0, 10.0, 30.0, 50.0","SLA008, SLB002, SLD007, SLD060, SLI006, SLK004, SLK009, SLI004,  SLI005, SLK002, SLF034,  SLB006,  SLK002,  SLD055,  SLD049,  SLK018"
Vegetable Fried Rice,"Chicken Curry, Ala Badun, Tapioca Chips, Ginger Chicken","Vegetable Fried Rice with Chicken Curry, Ala Badun, Tapioca Chips, Ginger Chicken","Rice,  Vegetables, onion,  Spices, curry leaves, Chicken,  Coconut milk, Potato,  Oil,  Salt, chilli, Tapioca,  chillies,  Ginger","400.0, 80.0, 170.0, 60.0, 12.0, 35.0, 160.0, 15.0, 140.0, 110.0, 100.0, 40.0, 50.0, 10.0","SLA008, SLB002, SLD007, SLD060, SLI006, SLK004, SLK009, SLH006, SLB006, SLJ002, SLB011,  SLJ002,  SLK002, SLK012, SLK002"
Vegetable Fried Rice,"Wambatu Moju, Ala Badun, Green Pea Curry, potatoe cheese Balls","Vegetable Fried Rice with Wambatu Moju, Ala Badun, Green Pea Curry, potatoe cheese Balls","Rice,  Vegetables, onion,  Spices, curry leaves, Eggplant,  Vinegar, tomato sause, Potato,  Oil,  Salt, chilli, Green pea,  Coconut milk,  Chillies, cheese,  Potatoes","400.0, 80.0, 190.0, 22.0, 12.0, 10.0, 80.0, 40.0, 9.0, 120.0, 90.0, 100.0, 50.0, 20.0, 30.0, 60.0, 10.0","SLA008, SLB002, SLD007, SLD060, SLI006, SLK004, SLK009, SLD017, SLD084, SLB006, SLJ002, SLC007,  SLI005, SLK002, SLG002,  SLB006,  SLK018"
Vegetable Fried Rice,"Devilled Fish, Ala Badun, Cashew Curry, Ginger Chicken","Vegetable Fried Rice with Devilled Fish, Ala Badun, Cashew Curry, Ginger Chicken","Rice,  Vegetables, onion,  Spices, curry leaves, Fish,  Chili,  Curry leaves, salt, Onion, Potato,  Oil,  Salt, chilli, Cashew,  Coconut milk,  Chillies, Chicken,  Ginger","400.0, 80.0, 170.0, 20.0, 12.0, 10.0, 200.0, 40.0, 20.0, 1.0, 60.0, 120.0, 90.0, 100.0, 50.0, 20.0, 50.0, 25.0, 10.0","SLA008, SLB002, SLD007, SLD060, SLI006, SLK004, SLK009, SLF006, SLB006, SLJ002, SLI004,  SLI005, SLK002, SLH006, SLK012"
Vegetable Fried Rice,"Chicken Curry, Cashew Curry, Green Pea Curry, Vegetable Cutlets","Vegetable Fried Rice with Chicken Curry, Cashew Curry, Green Pea Curry, Vegetable Cutlets","Rice,  Vegetables, onion,  Spices, curry leaves, Chicken,  Coconut milk, Cashew,  Chillies, Green pea, Carrot,  Potatoes","400.0, 80.0, 80.0, 60.0, 12.0, 10.0, 410.0, 15.0, 165.0, 20.0, 10.0, 30.0","SLA008, SLB002, SLD007, SLD060, SLI006, SLK004, SLK009, SLH006, SLI004,  SLI005, SLK002, SLC007,  SLB006,  SLK002"
Vegetable Fried Rice,"Parippu, Green Pea Curry, Ginger Chicken, Tapioca Chips","Vegetable Fried Rice with Parippu, Green Pea Curry, Ginger Chicken, Tapioca Chips","Rice,  Vegetables, onion,  Spices, curry leaves, Dhal,  Coconut milk, Termeric powder, Green pea,  Chillies, Chicken,  Ginger, Tapioca,  Oil,  Salt,  chillies","400.0, 80.0, 80.0, 60.0, 12.0, 10.0, 190.0, 20.0, 0.75, 125.0, 20.0, 100.0, 10.0, 50.0, 20.0, 10.0","SLA008, SLB002, SLD007, SLD060, SLI006, SLK004, SLK009, SLC001, SLK019, SLC007,  SLI005, SLK002, SLH006, SLK012, SLB011,  SLJ002,  SLK002"
Vegetable Fried Rice,"Ginger Chicken, Vegetable Cutlets, Tapioca Chips, Ginger Chicken","Vegetable Fried Rice with Ginger Chicken, Vegetable Cutlets, Tapioca Chips, Ginger Chicken","Rice,  Vegetables, onion,  Spices, curry leaves, Chicken,  Ginger,  Chillies, Carrot,  Potatoes, Tapioca,  Oil,  Salt,  chillies","400.0, 80.0, 80.0, 20.0, 12.0, 20.0, 250.0, 245.0, 30.0, 90.0, 20.0, 100.0, 40.0, 20.0","SLA008, SLB002, SLD007, SLD060, SLI006, SLK004, SLK009, SLH006, SLK012, SLK002,  SLB006,  SLK002, SLB011,  SLJ002"
Vegetable Fried Rice,"Wambatu Moju, Cashew Curry, potatoe cheese Balls, Ginger Chicken","Vegetable Fried Rice with Wambatu Moju, Cashew Curry, potatoe cheese Balls, Ginger Chicken","Rice,  Vegetables, onion,  Spices, curry leaves, Eggplant,  Vinegar, tomato sause, Cashew,  Coconut milk,  Chillies, cheese,  Potatoes,  pepper, Chicken,  Ginger","400.0, 80.0, 100.0, 22.0, 12.0, 10.0, 80.0, 40.0, 9.0, 150.0, 100.0, 20.0, 60.0, 120.0, 10.0, 50.0","SLA008, SLB002, SLD007, SLD060, SLI006, SLK004, SLK009, SLD017, SLD084, SLI004,  SLI005, SLK002, SLG002,  SLB006,  SLK018, SLH006, SLK012"
Vegetable Fried Rice,"Wambatu Moju, Devilled Chicken, Ala Badun, Ginger Chicken","Vegetable Fried Rice with Wambatu Moju, Devilled Chicken, Ala Badun, Ginger Chicken","Rice,  Vegetables, onion,  Spices, curry leaves, Eggplant,  Vinegar, tomato sause, Chicken,  Chili,  Curry leaves, salt, Onion, Potato,  Oil,  Salt, chilli,  Ginger","400.0, 80.0, 160.0, 22.0, 12.0, 10.0, 80.0, 40.0, 34.0, 150.0, 30.0, 15.0, 0.75, 40.0, 80.0, 60.0, 50.0, 10.0","SLA008, SLB002, SLD007, SLD060, SLI006, SLK004, SLK009, SLD017, SLD084, SLH006, SLB006, SLJ002, SLK012, SLK002"
Vegetable Fried Rice,"Chicken Curry, Ala Badun, Tapioca Chips, Ginger Chicken","Vegetable Fried Rice with Chicken Curry, Ala Badun, Tapioca Chips, Ginger Chicken","Rice,  Vegetables, onion,  Spices, curry leaves, Chicken,  Coconut milk, Potato,  Oil,  Salt, chilli, Tapioca,  chillies,  Ginger","400.0, 80.0, 170.0, 60.0, 12.0, 35.0, 160.0, 15.0, 140.0, 110.0, 100.0, 40.0, 50.0, 10.0","SLA008, SLB002, SLD007, SLD060, SLI006, SLK004, SLK009, SLH006, SLB006, SLJ002, SLB011,  SLJ002,  SLK002, SLK012, SLK002"
Vegetable Fried Rice,"Parippu, Cashew Curry, Ginger Chicken, Vegetable Balls","Vegetable Fried Rice with Parippu, Cashew Curry, Ginger Chicken, Vegetable Balls","Rice,  Vegetables, onion,  Spices, curry leaves, Dhal,  Coconut milk, Termeric powder, Cashew,  Chillies, Chicken,  Ginger, Carrot,  leeks,  Jackfruit,  Potatoes","400.0, 80.0, 80.0, 60.0, 12.0, 10.0, 190.0, 20.0, 0.75, 125.0, 20.0, 100.0, 10.0, 30.0, 50.0, 10.0","SLA008, SLB002, SLD007, SLD060, SLI006, SLK004, SLK009, SLC001, SLK019, SLI004,  SLI005, SLK002, SLH006, SLK012,  SLD055,  SLD049,  SLB006,  SLK018"
Vegetable Fried Rice,"Chicken Curry, Chicken Curry, Devilled Chicken, Devilled Fish","Vegetable Fried Rice with Chicken Curry, Chicken Curry, Devilled Chicken, Devilled Fish","Rice,  Vegetables, onion,  Spices, curry leaves, Chicken,  Coconut milk,  Chili,  Curry leaves, salt, Onion, Fish","400.0, 80.0, 80.0, 90.0, 12.0, 35.0, 280.0, 150.0, 30.0, 15.0, 0.75, 20.0","SLA008, SLB002, SLD007, SLD060, SLI006, SLK004, SLK009, SLH006, SLF006"
Vegetable Fried Rice,"Parippu, Devilled Chicken, Devilled Fish, Vegetable Cutlets","Vegetable Fried Rice with Parippu, Devilled Chicken, Devilled Fish, Vegetable Cutlets","Rice,  Vegetables, onion,  Spices, curry leaves, Dhal,  Coconut milk, Termeric powder, Chicken,  Chili,  Curry leaves, salt, Onion, Fish, Carrot,  Potatoes,  Chillies","400.0, 80.0, 80.0, 60.0, 12.0, 10.0, 40.0, 20.0, 0.75, 250.0, 50.0, 25.0, 1.25, 40.0, 20.0, 30.0, 40.0","SLA008, SLB002, SLD007, SLD060, SLI006, SLK004, SLK009, SLC001, SLK019, SLH006, SLF006,  SLB006,  SLK002"
Vegetable Fried Rice,"Wambatu Moju, Ginger Chicken, Tapioca Chips, Ginger Chicken","Vegetable Fried Rice with Wambatu Moju, Ginger Chicken, Tapioca Chips, Ginger Chicken","Rice,  Vegetables, onion,  Spices, curry leaves, Eggplant,  Vinegar, tomato sause, Chicken,  Ginger,  Chillies, Tapioca,  Oil,  Salt,  chillies","400.0, 80.0, 100.0, 22.0, 12.0, 10.0, 80.0, 40.0, 19.0, 200.0, 100.0, 20.0, 100.0, 40.0, 20.0","SLA008, SLB002, SLD007, SLD060, SLI006, SLK004, SLK009, SLD017, SLD084, SLH006, SLK012, SLK002, SLB011,  SLJ002,  SLK002"
Vegetable Fried Rice,"Chicken Curry, Ginger Chicken, Fish Cutlets, Vegetable Balls","Vegetable Fried Rice with Chicken Curry, Ginger Chicken, Fish Cutlets, Vegetable Balls","Rice,  Vegetables, onion,  Spices, curry leaves, Chicken,  Coconut milk,  Ginger,  Chillies, Fish,  Potatoes, Carrot,  leeks,  Jackfruit","400.0, 80.0, 80.0, 60.0, 12.0, 25.0, 160.0, 150.0, 175.0, 20.0, 70.0, 10.0, 30.0, 50.0","SLA008, SLB002, SLD007, SLD060, SLI006, SLK004, SLK009, SLH006, SLK012, SLK002, SLF034,  SLB006,  SLK002,  SLD055,  SLD049,  SLK018"
Vegetable Fried Rice,"Parippu, Wambatu Moju, Green Pea Curry, potatoe cheese Balls","Vegetable Fried Rice with Parippu, Wambatu Moju, Green Pea Curry, potatoe cheese Balls","Rice,  Vegetables, onion,  Spices, curry leaves, Dhal,  Coconut milk, Termeric powder, Eggplant,  Vinegar, tomato sause, Green pea,  Chillies, cheese,  Potatoes,  pepper","400.0, 80.0, 95.0, 61.5, 12.0, 10.0, 140.0, 20.0, 0.75, 60.0, 30.0, 6.0, 50.0, 10.0, 30.0, 60.0","SLA008, SLB002, SLD007, SLD060, SLI006, SLK004, SLK009, SLC001, SLK019, SLD017, SLD084, SLC007,  SLI005, SLK002, SLG002,  SLB006,  SLK018"
Vegetable Fried Rice,"Wambatu Moju, Chicken Curry, Ginger Chicken, Ginger Chicken","Vegetable Fried Rice with Wambatu Moju, Chicken Curry, Ginger Chicken, Ginger Chicken","Rice,  Vegetables, onion,  Spices, curry leaves, Eggplant,  Vinegar, tomato sause, Chicken,  Coconut milk,  Ginger,  Chillies","400.0, 80.0, 100.0, 52.0, 12.0, 10.0, 80.0, 40.0, 29.0, 120.0, 150.0, 75.0","SLA008, SLB002, SLD007, SLD060, SLI006, SLK004, SLK009, SLD017, SLD084, SLH006, SLK012, SLK002"
Vegetable Fried Rice,"Devilled Fish, Green Pea Curry, Ginger Chicken, potatoe cheese Balls","Vegetable Fried Rice with Devilled Fish, Green Pea Curry, Ginger Chicken, potatoe cheese Balls","Rice,  Vegetables, onion,  Spices, curry leaves, Fish,  Chili,  Curry leaves, salt, Onion, Green pea,  Coconut milk,  Chillies, Chicken,  Ginger, cheese,  Potatoes,  pepper","400.0, 80.0, 80.0, 20.0, 12.0, 10.0, 200.0, 40.0, 20.0, 1.0, 60.0, 150.0, 125.0, 20.0, 100.0, 10.0, 30.0, 60.0","SLA008, SLB002, SLD007, SLD060, SLI006, SLK004, SLK009, SLF006, SLC007,  SLI005, SLK002, SLH006, SLK012, SLG002,  SLB006,  SLK018"
Vegetable Fried Rice,"Chicken Curry, Devilled Chicken, Ginger Chicken, Tapioca Chips","Vegetable Fried Rice with Chicken Curry, Devilled Chicken, Ginger Chicken, Tapioca Chips","Rice,  Vegetables, onion,  Spices, curry leaves, Chicken,  Coconut milk,  Chili,  Curry leaves, salt, Onion,  Ginger,  Chillies, Tapioca,  Oil,  Salt,  chillies","400.0, 80.0, 80.0, 60.0, 12.0, 65.0, 160.0, 150.0, 30.0, 15.0, 0.75, 100.0, 50.0, 10.0, 50.0, 20.0, 10.0","SLA008, SLB002, SLD007, SLD060, SLI006, SLK004, SLK009, SLH006, SLK012, SLK002, SLB011,  SLJ002,  SLK002"
Vegetable Fried Rice,"Chicken Curry, Devilled Chicken, Ala Badun, Cashew Curry","Vegetable Fried Rice with Chicken Curry, Devilled Chicken, Ala Badun, Cashew Curry","Rice,  Vegetables, onion,  Spices, curry leaves, Chicken,  Coconut milk,  Chili,  Curry leaves, salt, Onion, Potato,  Oil,  Salt, chilli, Cashew","400.0, 80.0, 140.0, 60.0, 12.0, 25.0, 170.0, 150.0, 30.0, 15.0, 0.75, 40.0, 80.0, 60.0, 50.0, 25.0","SLA008, SLB002, SLD007, SLD060, SLI006, SLK004, SLK009, SLH006, SLB006, SLJ002, SLI004,  SLI005, SLK002"
Vegetable Fried Rice,"Parippu, Devilled Chicken, Ginger Chicken, Vegetable Cutlets","Vegetable Fried Rice with Parippu, Devilled Chicken, Ginger Chicken, Vegetable Cutlets","Rice,  Vegetables, onion,  Spices, curry leaves, Dhal,  Coconut milk, Termeric powder, Chicken,  Chili,  Curry leaves, salt, Onion,  Ginger,  Chillies, Carrot,  Potatoes","400.0, 80.0, 80.0, 60.0, 12.0, 10.0, 40.0, 20.0, 40.75, 150.0, 30.0, 15.0, 0.75, 100.0, 90.0, 10.0, 30.0","SLA008, SLB002, SLD007, SLD060, SLI006, SLK004, SLK009, SLC001, SLK019, SLH006, SLK012, SLK002,  SLB006,  SLK002"
Vegetable Fried Rice,"Chicken Curry, Devilled Chicken, Ginger Chicken, Tapioca Chips, Ginger Chicken","Vegetable Fried Rice with Chicken Curry, Devilled Chicken, Ginger Chicken, Tapioca Chips, Ginger Chicken","Rice,  Vegetables, onion,  Spices, curry leaves, Chicken,  Coconut milk,  Chili,  Curry leaves, salt, Onion,  Ginger,  Chillies, Tapioca,  Oil,  Salt,  chillies","500.0, 100.0, 100.0, 75.0, 15.0, 102.5, 200.0, 200.0, 40.0, 20.0, 1.0, 200.0, 100.0, 20.0, 100.0, 40.0, 20.0","SLA008, SLB002, SLD007, SLD060, SLI006, SLK004, SLK009, SLH006, SLK012, SLK002, SLB011,  SLJ002,  SLK002"
Vegetable Fried Rice,"Parippu, Ala Badun, Green Pea Curry, Vegetable Cutlets, potatoe cheese Balls","Vegetable Fried Rice with Parippu, Ala Badun, Green Pea Curry, Vegetable Cutlets, potatoe cheese Balls","Rice,  Vegetables, onion,  Spices, curry leaves, Dhal,  Coconut milk, Termeric powder, Potato,  Oil,  Salt, chilli, Green pea,  Chillies, Carrot,  Potatoes, cheese","500.0, 100.0, 220.0, 75.0, 15.0, 12.5, 80.0, 25.0, 1.0, 160.0, 120.0, 150.0, 75.0, 90.0, 80.0, 30.0, 60.0","SLA008, SLB002, SLD007, SLD060, SLI006, SLK004, SLK009, SLC001, SLK019, SLB006, SLJ002, SLC007,  SLI005, SLK002,  SLB006,  SLK002, SLG002,  SLK018"
Vegetable Fried Rice,"Cashew Curry, Green Pea Curry, Fish Cutlets, Vegetable Cutlets, Tapioca Chips","Vegetable Fried Rice with Cashew Curry, Green Pea Curry, Fish Cutlets, Vegetable Cutlets, Tapioca Chips","Rice,  Vegetables, onion,  Spices, curry leaves, Cashew,  Coconut milk,  Chillies, Green pea, Fish,  Potatoes, Carrot, Tapioca,  Oil,  Salt,  chillies","500.0, 100.0, 100.0, 25.0, 15.0, 12.5, 450.0, 455.0, 40.0, 30.0, 150.0, 20.0, 10.0, 50.0, 20.0, 10.0","SLA008, SLB002, SLD007, SLD060, SLI006, SLK004, SLK009, SLI004,  SLI005, SLK002, SLC007, SLF034,  SLB006,  SLK002, SLB011,  SLJ002"
Vegetable Fried Rice,"Chicken Curry, Chicken Curry, Ginger Chicken, Fish Cutlets, Ginger Chicken","Vegetable Fried Rice with Chicken Curry, Chicken Curry, Ginger Chicken, Fish Cutlets, Ginger Chicken","Rice,  Vegetables, onion,  Spices, curry leaves, Chicken,  Coconut milk,  Ginger,  Chillies, Fish,  Potatoes","500.0, 100.0, 100.0, 115.0, 15.0, 57.5, 360.0, 200.0, 200.0, 20.0, 60.0","SLA008, SLB002, SLD007, SLD060, SLI006, SLK004, SLK009, SLH006, SLK012, SLK002, SLF034,  SLB006,  SLK002"
Vegetable Fried Rice,"Devilled Chicken, Green Pea Curry, Fish Cutlets, Vegetable Cutlets, Ginger Chicken","Vegetable Fried Rice with Devilled Chicken, Green Pea Curry, Fish Cutlets, Vegetable Cutlets, Ginger Chicken","Rice,  Vegetables, onion,  Spices, curry leaves, Chicken,  Chili,  Curry leaves, salt, Onion, Green pea,  Coconut milk,  Chillies, Fish,  Potatoes, Carrot,  Ginger","500.0, 100.0, 100.0, 25.0, 15.0, 22.5, 250.0, 50.0, 25.0, 1.25, 80.0, 200.0, 355.0, 30.0, 150.0, 20.0, 50.0","SLA008, SLB002, SLD007, SLD060, SLI006, SLK004, SLK009, SLH006, SLC007,  SLI005, SLK002, SLF034,  SLB006,  SLK002, SLK012"
Vegetable Fried Rice,"Chicken Curry, Wambatu Moju, Chicken Curry, Ginger Chicken, potatoe cheese Balls","Vegetable Fried Rice with Chicken Curry, Wambatu Moju, Chicken Curry, Ginger Chicken, potatoe cheese Balls","Rice,  Vegetables, onion,  Spices, curry leaves, Chicken,  Coconut milk, Eggplant,  Vinegar, tomato sause,  Ginger,  Chillies, cheese,  Potatoes,  pepper","500.0, 100.0, 120.0, 107.0, 15.0, 31.5, 320.0, 20.0, 80.0, 40.0, 100.0, 50.0, 10.0, 30.0, 60.0","SLA008, SLB002, SLD007, SLD060, SLI006, SLK004, SLK009, SLH006, SLD017, SLD084, SLK012, SLK002, SLG002,  SLB006,  SLK018"
Vegetable Fried Rice,"Chicken Curry, Devilled Fish, Ala Badun, Ginger Chicken, Ginger Chicken","Vegetable Fried Rice with Chicken Curry, Devilled Fish, Ala Badun, Ginger Chicken, Ginger Chicken","Rice,  Vegetables, onion,  Spices, curry leaves, Chicken,  Coconut milk, Fish,  Chili,  Curry leaves, salt, Onion, Potato,  Oil,  Salt, chilli,  Ginger,  Chillies","500.0, 100.0, 190.0, 75.0, 15.0, 87.5, 200.0, 20.0, 200.0, 40.0, 20.0, 1.0, 60.0, 120.0, 90.0, 100.0, 30.0, 50.0","SLA008, SLB002, SLD007, SLD060, SLI006, SLK004, SLK009, SLH006, SLF006, SLB006, SLJ002, SLK012, SLK002"
Vegetable Fried Rice,"Parippu, Wambatu Moju, Devilled Chicken, Devilled Fish, Cashew Curry","Vegetable Fried Rice with Parippu, Wambatu Moju, Devilled Chicken, Devilled Fish, Cashew Curry","Rice,  Vegetables, onion,  Spices, curry leaves, Dhal,  Coconut milk, Termeric powder, Eggplant,  Vinegar, tomato sause, Chicken,  Chili,  Curry leaves, salt, Onion, Fish, Cashew,  Chillies","500.0, 100.0, 120.0, 77.0, 15.0, 12.5, 100.0, 25.0, 1.0, 80.0, 40.0, 9.0, 250.0, 50.0, 25.0, 1.25, 40.0, 20.0, 25.0","SLA008, SLB002, SLD007, SLD060, SLI006, SLK004, SLK009, SLC001, SLK019, SLD017, SLD084, SLH006, SLF006, SLI004,  SLI005, SLK002"
Vegetable Fried Rice,"Chicken Curry, Devilled Chicken, Fish Cutlets, Tapioca Chips, Vegetable Balls","Vegetable Fried Rice with Chicken Curry, Devilled Chicken, Fish Cutlets, Tapioca Chips, Vegetable Balls","Rice,  Vegetables, onion,  Spices, curry leaves, Chicken,  Coconut milk,  Chili,  Curry leaves, salt, Onion, Fish,  Potatoes,  Chillies, Tapioca,  Oil,  Salt,  chillies, Carrot,  leeks,  Jackfruit","500.0, 100.0, 100.0, 75.0, 15.0, 32.5, 200.0, 200.0, 40.0, 20.0, 1.0, 60.0, 100.0, 150.0, 20.0, 100.0, 40.0, 20.0, 10.0, 30.0, 50.0","SLA008, SLB002, SLD007, SLD060, SLI006, SLK004, SLK009, SLH006, SLF034,  SLB006,  SLK002, SLB011,  SLJ002,  SLD055,  SLD049,  SLK018"
Vegetable Fried Rice,"Chicken Curry, Cashew Curry, Ginger Chicken, Tapioca Chips, potatoe cheese Balls","Vegetable Fried Rice with Chicken Curry, Cashew Curry, Ginger Chicken, Tapioca Chips, potatoe cheese Balls","Rice,  Vegetables, onion,  Spices, curry leaves, Chicken,  Coconut milk, Cashew,  Chillies,  Ginger, Tapioca,  Oil,  Salt,  chillies, cheese,  Potatoes,  pepper","500.0, 100.0, 100.0, 75.0, 15.0, 42.5, 400.0, 20.0, 175.0, 150.0, 20.0, 100.0, 40.0, 20.0, 10.0, 30.0, 60.0","SLA008, SLB002, SLD007, SLD060, SLI006, SLK004, SLK009, SLH006, SLI004,  SLI005, SLK002, SLK012, SLB011,  SLJ002,  SLK002, SLG002,  SLB006,  SLK018"
Vegetable Fried Rice,"Devilled Fish, Green Pea Curry, Ginger Chicken, potatoe cheese Balls, Ginger Chicken","Vegetable Fried Rice with Devilled Fish, Green Pea Curry, Ginger Chicken, potatoe cheese Balls, Ginger Chicken","Rice,  Vegetables, onion,  Spices, curry leaves, Fish,  Chili,  Curry leaves, salt, Onion, Green pea,  Coconut milk,  Chillies, Chicken,  Ginger, cheese,  Potatoes,  pepper","500.0, 100.0, 100.0, 25.0, 15.0, 12.5, 250.0, 50.0, 25.0, 1.25, 80.0, 200.0, 200.0, 40.0, 200.0, 20.0, 60.0, 120.0","SLA008, SLB002, SLD007, SLD060, SLI006, SLK004, SLK009, SLF006, SLC007,  SLI005, SLK002, SLH006, SLK012, SLG002,  SLB006,  SLK018"
Vegetable Fried Rice,"Wambatu Moju, Devilled Fish, Ala Badun, Fish Cutlets, potatoe cheese Balls","Vegetable Fried Rice with Wambatu Moju, Devilled Fish, Ala Badun, Fish Cutlets, potatoe cheese Balls","Rice,  Vegetables, onion,  Spices, curry leaves, Eggplant,  Vinegar, tomato sause, Fish,  Chili,  Curry leaves, salt, Onion, Potato,  Oil,  Salt, chilli,  Potatoes,  Chillies, cheese","500.0, 100.0, 215.0, 27.5, 15.0, 12.5, 100.0, 50.0, 112.0, 200.0, 40.0, 20.0, 1.0, 60.0, 120.0, 90.0, 60.0, 30.0, 30.0, 60.0","SLA008, SLB002, SLD007, SLD060, SLI006, SLK004, SLK009, SLD017, SLD084, SLF006, SLB006, SLJ002, SLF034,  SLB006,  SLK002, SLG002,  SLK018"
Vegetable Fried Rice,"Devilled Fish, Ala Badun, Ginger Chicken, Fish Cutlets, Vegetable Balls","Vegetable Fried Rice with Devilled Fish, Ala Badun, Ginger Chicken, Fish Cutlets, Vegetable Balls","Rice,  Vegetables, onion,  Spices, curry leaves, Fish,  Chili,  Curry leaves, salt, Onion, Potato,  Oil,  Salt, chilli, Chicken,  Ginger,  Chillies,  Potatoes, Carrot,  leeks","500.0, 100.0, 220.0, 25.0, 15.0, 112.5, 250.0, 50.0, 25.0, 1.25, 80.0, 160.0, 120.0, 150.0, 75.0, 30.0, 90.0, 20.0, 50.0, 10.0","SLA008, SLB002, SLD007, SLD060, SLI006, SLK004, SLK009, SLF006, SLB006, SLJ002, SLH006, SLK012, SLK002, SLF034,  SLB006,  SLK002,  SLD055,  SLD049,  SLK018"
Vegetable Fried Rice,"Green Pea Curry, Ginger Chicken, Vegetable Cutlets, Tapioca Chips, Ginger Chicken","Vegetable Fried Rice with Green Pea Curry, Ginger Chicken, Vegetable Cutlets, Tapioca Chips, Ginger Chicken","Rice,  Vegetables, onion,  Spices, curry leaves, Green pea,  Coconut milk,  Chillies, Chicken,  Ginger, Carrot,  Potatoes, Tapioca,  Oil,  Salt,  chillies","500.0, 100.0, 100.0, 25.0, 15.0, 12.5, 250.0, 370.0, 50.0, 250.0, 30.0, 90.0, 20.0, 100.0, 40.0, 20.0","SLA008, SLB002, SLD007, SLD060, SLI006, SLK004, SLK009, SLC007,  SLI005, SLK002, SLH006, SLK012,  SLB006,  SLK002, SLB011,  SLJ002"
Vegetable Fried Rice,"Parippu, Ala Badun, Ginger Chicken, Fish Cutlets, Vegetable Cutlets","Vegetable Fried Rice with Parippu, Ala Badun, Ginger Chicken, Fish Cutlets, Vegetable Cutlets","Rice,  Vegetables, onion,  Spices, curry leaves, Dhal,  Coconut milk, Termeric powder, Potato,  Oil,  Salt, chilli, Chicken,  Ginger,  Chillies, Fish,  Potatoes, Carrot","500.0, 100.0, 220.0, 75.0, 15.0, 12.5, 50.0, 25.0, 1.0, 160.0, 120.0, 150.0, 75.0, 30.0, 90.0, 100.0, 30.0, 40.0","SLA008, SLB002, SLD007, SLD060, SLI006, SLK004, SLK009, SLC001, SLK019, SLB006, SLJ002, SLH006, SLK012, SLK002, SLF034,  SLB006,  SLK002"
Vegetable Fried Rice,"Chicken Curry, Parippu, Ala Badun, Green Pea Curry, potatoe cheese Balls","Vegetable Fried Rice with Chicken Curry, Parippu, Ala Badun, Green Pea Curry, potatoe cheese Balls","Rice,  Vegetables, onion,  Spices, curry leaves, Chicken,  Coconut milk, Dhal, Termeric powder, Potato,  Oil,  Salt, chilli, Green pea,  Chillies, cheese,  Potatoes","500.0, 100.0, 190.0, 115.0, 15.0, 12.5, 260.0, 20.0, 20.0, 0.75, 120.0, 90.0, 100.0, 50.0, 30.0, 60.0, 10.0","SLA008, SLB002, SLD007, SLD060, SLI006, SLK004, SLK009, SLH006, SLC001, SLK019, SLB006, SLJ002, SLC007,  SLI005, SLK002, SLG002,  SLB006,  SLK018"
Vegetable Fried Rice,"Chicken Curry, Devilled Fish, Tapioca Chips, potatoe cheese Balls, Vegetable Balls","Vegetable Fried Rice with Chicken Curry, Devilled Fish, Tapioca Chips, potatoe cheese Balls, Vegetable Balls","Rice,  Vegetables, onion,  Spices, curry leaves, Chicken,  Coconut milk, Fish,  Chili,  Curry leaves, salt, Onion, Tapioca,  Oil,  Salt,  chillies, cheese,  Potatoes,  pepper, Carrot,  leeks,  Jackfruit","500.0, 100.0, 100.0, 75.0, 15.0, 12.5, 200.0, 20.0, 200.0, 40.0, 20.0, 1.0, 60.0, 150.0, 60.0, 30.0, 20.0, 70.0, 120.0, 10.0, 30.0, 50.0","SLA008, SLB002, SLD007, SLD060, SLI006, SLK004, SLK009, SLH006, SLF006, SLB011,  SLJ002,  SLK002, SLG002,  SLB006,  SLK018,  SLD055,  SLD049"
