Main Meal,Side Meal,Complete Meal,Ingredients,Quantities,Meal_Ingredient_Ids
Vegetable Fried Rice,"Parippu, Green Pea Curry, Fish Cutlets, potatoe cheese Balls","Vegetable Fried Rice with Parippu, Green Pea Curry, Fish Cutlets, potatoe cheese Balls","Rice, carrot, leeks, onion,  Spices, curry leaves, Dhal,  Coconut milk, Termeric powder, Green pea,  Chillies, Fish,  Potatoes, cheese,  pepper","400.0, 80.0, 80.0, 20.0, 12.0, 10.0, 40.0, 115.0, 20.0, 150.0, 50.0, 60.0, 160.0, 30.0, 10.0","SLA008, SLB002, SLD055, SLD060, SLK006, SLK009, SLC009, SLI005, SLK019, SLC007,  SLI005, SLK002, SLF034,  SLB006,  SLK002, SLG002,  SLK018"
Vegetable Fried Rice,"Parippu, Devilled Chicken, Ala Badun, Vegetable Balls","Vegetable Fried Rice with Parippu, Devilled Chicken, Ala Badun, Vegetable Balls","Rice, carrot, leeks, onion,  Spices, curry leaves, Dhal,  Coconut milk, Termeric powder, Chicken,  Chili,  Curry leaves, Onion, Potato,  Oil, chilli, Carrot,  leeks,  Jackfruit","400.0, 80.0, 80.0, 80.0, 12.0, 10.0, 40.0, 40.0, 20.0, 150.0, 15.0, 30.0, 60.0, 80.0, 20.0, 10.0, 30.0, 50.0, 10.0","SLA008, SLB002, SLD055, SLD060, SLK006, SLK009, SLC009, SLI005, SLK019, SLH006, SLK002, SLB006, SLJ002,  SLD055,  SLD049,  SLB006,  SLK018"
Vegetable Fried Rice,"Wambatu Moju, Ginger Chicken, Vegetable Cutlets, potatoe cheese Balls","Vegetable Fried Rice with Wambatu Moju, Ginger Chicken, Vegetable Cutlets, potatoe cheese Balls","Rice, carrot, leeks, onion,  Spices, curry leaves, Eggplant,  Vinegar, tomato sause, Chicken,  Ginger,  Chillies, Carrot,  Potatoes, cheese,  pepper","400.0, 80.0, 80.0, 40.0, 12.0, 10.0, 80.0, 2.0, 20.0, 150.0, 75.0, 50.0, 60.0, 140.0, 30.0, 10.0","SLA008, SLB002, SLD055, SLD060, SLK006, SLK009, SLD019, SLI017, , SLD082, SLH006, SLK012, SLK002,  SLB006,  SLK002, SLG002,  SLK018"
Vegetable Fried Rice,"Devilled Chicken, Devilled Fish, Cashew Curry, Vegetable Cutlets","Vegetable Fried Rice with Devilled Chicken, Devilled Fish, Cashew Curry, Vegetable Cutlets","Rice, carrot, leeks, onion,  Spices, curry leaves, Chicken,  Chili,  Curry leaves, Onion, Fish, Cashew,  Coconut milk,  Chillies, Carrot,  Potatoes","400.0, 80.0, 80.0, 20.0, 12.0, 10.0, 200.0, 35.0, 55.0, 140.0, 150.0, 100.0, 50.0, 30.0, 30.0, 40.0","SLA008, SLB002, SLD055, SLD060, SLK006, SLK009, SLH006, SLK002, SLF006, SLI004,  SLI005,  SLB006,  SLK002"
Vegetable Fried Rice,"Devilled Chicken, Ala Badun, Fish Cutlets, Vegetable Cutlets","Vegetable Fried Rice with Devilled Chicken, Ala Badun, Fish Cutlets, Vegetable Cutlets","Rice, carrot, leeks, onion,  Spices, curry leaves, Chicken,  Chili,  Curry leaves, Onion, Potato,  Oil, chilli, Fish,  Potatoes,  Chillies, Carrot","400.0, 80.0, 80.0, 110.0, 12.0, 10.0, 200.0, 20.0, 40.0, 80.0, 120.0, 30.0, 15.0, 60.0, 140.0, 30.0, 30.0","SLA008, SLB002, SLD055, SLD060, SLK006, SLK009, SLH006, SLK002, SLB006, SLJ002, SLF034,  SLB006,  SLK002"
Vegetable Fried Rice,"Chicken Curry, Parippu, Vegetable Cutlets, potatoe cheese Balls","Vegetable Fried Rice with Chicken Curry, Parippu, Vegetable Cutlets, potatoe cheese Balls","Rice, carrot, leeks, onion,  Spices, curry leaves, Chicken,  Coconut milk, Dhal, Termeric powder, Carrot,  Potatoes,  Chillies, cheese,  pepper","400.0, 80.0, 80.0, 20.0, 32.0, 10.0, 160.0, 70.0, 30.0, 15.0, 60.0, 140.0, 20.0, 30.0, 10.0","SLA008, SLB002, SLD055, SLD060, SLK006, SLK009, SLH006, SLI005, SLC009, SLK019,  SLB006,  SLK002, SLG002,  SLK018"
Vegetable Fried Rice,"Chicken Curry, Parippu, Devilled Chicken, Devilled Fish","Vegetable Fried Rice with Chicken Curry, Parippu, Devilled Chicken, Devilled Fish","Rice, carrot, leeks, onion,  Spices, curry leaves, Chicken,  Coconut milk, Dhal, Termeric powder,  Chili,  Curry leaves, Onion, Fish","400.0, 80.0, 80.0, 20.0, 32.0, 10.0, 260.0, 70.0, 30.0, 15.0, 15.0, 25.0, 60.0, 50.0","SLA008, SLB002, SLD055, SLD060, SLK006, SLK009, SLH006, SLI005, SLC009, SLK019, SLK002, SLF006"
Vegetable Fried Rice,"Chicken Curry, Wambatu Moju, Ala Badun, Tapioca Chips","Vegetable Fried Rice with Chicken Curry, Wambatu Moju, Ala Badun, Tapioca Chips","Rice, carrot, leeks, onion,  Spices, curry leaves, Chicken,  Coconut milk, Eggplant,  Vinegar, tomato sause, Potato,  Oil, chilli, Tapioca,  Salt,  chillies","400.0, 80.0, 80.0, 95.0, 32.0, 10.0, 160.0, 40.0, 60.0, 1.5, 15.0, 80.0, 40.0, 10.0, 50.0, 10.0, 10.0","SLA008, SLB002, SLD055, SLD060, SLK006, SLK009, SLH006, SLI005, SLD019, SLI017, , SLD082, SLB006, SLJ002, SLB011,  SLJ002,  SLK002"
Vegetable Fried Rice,"Parippu, Wambatu Moju, Cashew Curry, Green Pea Curry","Vegetable Fried Rice with Parippu, Wambatu Moju, Cashew Curry, Green Pea Curry","Rice, carrot, leeks, onion,  Spices, curry leaves, Dhal,  Coconut milk, Termeric powder, Eggplant,  Vinegar, tomato sause, Cashew,  Chillies, Green pea","400.0, 80.0, 80.0, 35.0, 12.0, 10.0, 40.0, 115.0, 20.0, 60.0, 1.5, 15.0, 100.0, 30.0, 50.0","SLA008, SLB002, SLD055, SLD060, SLK006, SLK009, SLC009, SLI005, SLK019, SLD019, SLI017, , SLD082, SLI004,  SLI005, SLK002, SLC007"
Vegetable Fried Rice,"Wambatu Moju, Devilled Fish, Ala Badun, Green Pea Curry","Vegetable Fried Rice with Wambatu Moju, Devilled Fish, Ala Badun, Green Pea Curry","Rice, carrot, leeks, onion,  Spices, curry leaves, Eggplant,  Vinegar, tomato sause, Fish,  Chili,  Curry leaves, Onion, Potato,  Oil, chilli, Green pea,  Coconut milk,  Chillies","400.0, 80.0, 80.0, 100.0, 12.0, 10.0, 80.0, 2.0, 20.0, 150.0, 15.0, 15.0, 60.0, 80.0, 20.0, 10.0, 50.0, 25.0, 10.0","SLA008, SLB002, SLD055, SLD060, SLK006, SLK009, SLD019, SLI017, , SLD082, SLF006, SLK002, SLB006, SLJ002, SLC007,  SLI005"
Vegetable Fried Rice,"Chicken Curry, Cashew Curry, potatoe cheese Balls, Vegetable Balls","Vegetable Fried Rice with Chicken Curry, Cashew Curry, potatoe cheese Balls, Vegetable Balls","Rice, carrot, leeks, onion,  Spices, curry leaves, Chicken,  Coconut milk, Cashew,  Chillies, cheese,  Potatoes,  pepper, Carrot,  leeks,  Jackfruit","400.0, 80.0, 80.0, 20.0, 32.0, 10.0, 160.0, 115.0, 150.0, 30.0, 60.0, 120.0, 20.0, 30.0, 50.0, 10.0","SLA008, SLB002, SLD055, SLD060, SLK006, SLK009, SLH006, SLI005, SLI004,  SLI005, SLK002, SLG002,  SLB006,  SLK018,  SLD055,  SLD049"
Vegetable Fried Rice,"Chicken Curry, Devilled Chicken, Devilled Fish, Ginger Chicken, Vegetable Balls","Vegetable Fried Rice with Chicken Curry, Devilled Chicken, Devilled Fish, Ginger Chicken, Vegetable Balls","Rice, carrot, leeks, onion,  Spices, curry leaves, Chicken,  Coconut milk,  Chili,  Curry leaves, Onion, Fish,  Ginger,  Chillies, Carrot,  leeks,  Jackfruit","500.0, 100.0, 100.0, 25.0, 40.0, 12.5, 500.0, 50.0, 35.0, 55.0, 140.0, 150.0, 50.0, 20.0, 30.0, 50.0, 10.0","SLA008, SLB002, SLD055, SLD060, SLK006, SLK009, SLH006, SLI005, SLK002, SLF006, SLK012,  SLD055,  SLD049,  SLB006,  SLK018"
Vegetable Fried Rice,"Chicken Curry, Devilled Chicken, Tapioca Chips, Vegetable Balls, Ginger Chicken","Vegetable Fried Rice with Chicken Curry, Devilled Chicken, Tapioca Chips, Vegetable Balls, Ginger Chicken","Rice, carrot, leeks, onion,  Spices, curry leaves, Chicken,  Coconut milk,  Chili,  Curry leaves, Onion, Tapioca,  Oil,  Salt,  chillies, Carrot,  leeks,  Jackfruit,  Potatoes,  pepper","500.0, 100.0, 100.0, 25.0, 40.0, 12.5, 410.0, 50.0, 20.0, 40.0, 80.0, 150.0, 60.0, 30.0, 30.0, 60.0, 100.0, 20.0, 50.0, 25.0","SLA008, SLB002, SLD055, SLD060, SLK006, SLK009, SLH006, SLI005, SLK002, SLB011,  SLJ002,  SLK002,  SLD055,  SLD049,  SLB006,  SLK018, SLK012"
Vegetable Fried Rice,"Parippu, Chicken Curry, Green Pea Curry, Vegetable Balls, Ginger Chicken","Vegetable Fried Rice with Parippu, Chicken Curry, Green Pea Curry, Vegetable Balls, Ginger Chicken","Rice, carrot, leeks, onion,  Spices, curry leaves, Dhal,  Coconut milk, Termeric powder, Chicken, Green pea,  Chillies, Carrot,  leeks,  Jackfruit,  Potatoes,  pepper","500.0, 100.0, 100.0, 25.0, 35.0, 12.5, 50.0, 165.0, 25.0, 170.0, 150.0, 30.0, 60.0, 100.0, 20.0, 50.0, 25.0","SLA008, SLB002, SLD055, SLD060, SLK006, SLK009, SLC009, SLI005, SLK019, SLH006, SLC007,  SLI005, SLK002,  SLD055,  SLD049,  SLB006,  SLK018, SLK012"
Vegetable Fried Rice,"Chicken Curry, Parippu, Devilled Fish, Fish Cutlets, Vegetable Balls","Vegetable Fried Rice with Chicken Curry, Parippu, Devilled Fish, Fish Cutlets, Vegetable Balls","Rice, carrot, leeks, onion,  Spices, curry leaves, Chicken,  Coconut milk, Dhal, Termeric powder, Fish,  Chili,  Curry leaves, Onion,  Potatoes,  Chillies, Carrot,  leeks,  Jackfruit","500.0, 100.0, 100.0, 25.0, 40.0, 12.5, 200.0, 90.0, 40.0, 20.0, 210.0, 15.0, 15.0, 60.0, 100.0, 20.0, 30.0, 50.0, 10.0","SLA008, SLB002, SLD055, SLD060, SLK006, SLK009, SLH006, SLI005, SLC009, SLK019, SLF006, SLK002, SLF034,  SLB006,  SLK002,  SLD055,  SLD049,  SLK018"
Vegetable Fried Rice,"Chicken Curry, Wambatu Moju, Cashew Curry, Fish Cutlets, Tapioca Chips","Vegetable Fried Rice with Chicken Curry, Wambatu Moju, Cashew Curry, Fish Cutlets, Tapioca Chips","Rice, carrot, leeks, onion,  Spices, curry leaves, Chicken,  Coconut milk, Eggplant,  Vinegar, tomato sause, Cashew,  Chillies, Fish,  Potatoes, Tapioca,  Oil,  Salt,  chillies","500.0, 100.0, 100.0, 45.0, 40.0, 12.5, 200.0, 125.0, 80.0, 2.0, 20.0, 150.0, 50.0, 60.0, 100.0, 50.0, 20.0, 10.0, 10.0","SLA008, SLB002, SLD055, SLD060, SLK006, SLK009, SLH006, SLI005, SLD019, SLI017, , SLD082, SLI004,  SLI005, SLK002, SLF034,  SLB006,  SLK002, SLB011,  SLJ002"
Vegetable Fried Rice,"Parippu, Wambatu Moju, Chicken Curry, Fish Cutlets, Ginger Chicken","Vegetable Fried Rice with Parippu, Wambatu Moju, Chicken Curry, Fish Cutlets, Ginger Chicken","Rice, carrot, leeks, onion,  Spices, curry leaves, Dhal,  Coconut milk, Termeric powder, Eggplant,  Vinegar, tomato sause, Chicken, Fish,  Potatoes,  Chillies,  Ginger","500.0, 100.0, 100.0, 45.0, 30.0, 12.5, 50.0, 80.0, 25.0, 80.0, 2.0, 20.0, 170.0, 60.0, 100.0, 30.0, 25.0","SLA008, SLB002, SLD055, SLD060, SLK006, SLK009, SLC009, SLI005, SLK019, SLD019, SLI017, , SLD082, SLH006, SLF034,  SLB006,  SLK002, SLK012, SLK002"
Vegetable Fried Rice,"Parippu, Wambatu Moju, Chicken Curry, Devilled Chicken, Devilled Fish","Vegetable Fried Rice with Parippu, Wambatu Moju, Chicken Curry, Devilled Chicken, Devilled Fish","Rice, carrot, leeks, onion,  Spices, curry leaves, Dhal,  Coconut milk, Termeric powder, Eggplant,  Vinegar, tomato sause, Chicken,  Chili,  Curry leaves, Onion, Fish","500.0, 100.0, 100.0, 45.0, 30.0, 12.5, 50.0, 80.0, 25.0, 80.0, 2.0, 20.0, 220.0, 15.0, 25.0, 60.0, 50.0","SLA008, SLB002, SLD055, SLD060, SLK006, SLK009, SLC009, SLI005, SLK019, SLD019, SLI017, , SLD082, SLH006, SLK002, SLF006"
Vegetable Fried Rice,"Parippu, Wambatu Moju, Devilled Chicken, Tapioca Chips, Vegetable Balls","Vegetable Fried Rice with Parippu, Wambatu Moju, Devilled Chicken, Tapioca Chips, Vegetable Balls","Rice, carrot, leeks, onion,  Spices, curry leaves, Dhal,  Coconut milk, Termeric powder, Eggplant,  Vinegar, tomato sause, Chicken,  Chili,  Curry leaves, Onion, Tapioca,  Oil,  Salt,  chillies, Carrot,  leeks,  Jackfruit","500.0, 100.0, 100.0, 45.0, 15.0, 12.5, 50.0, 50.0, 25.0, 80.0, 2.0, 20.0, 150.0, 15.0, 30.0, 60.0, 100.0, 40.0, 20.0, 20.0, 30.0, 50.0, 10.0","SLA008, SLB002, SLD055, SLD060, SLK006, SLK009, SLC009, SLI005, SLK019, SLD019, SLI017, , SLD082, SLH006, SLK002, SLB011,  SLJ002,  SLK002,  SLD055,  SLD049,  SLB006,  SLK018"
Vegetable Fried Rice,"Chicken Curry, Parippu, Chicken Curry, Ginger Chicken, Fish Cutlets","Vegetable Fried Rice with Chicken Curry, Parippu, Chicken Curry, Ginger Chicken, Fish Cutlets","Rice, carrot, leeks, onion,  Spices, curry leaves, Chicken,  Coconut milk, Dhal, Termeric powder,  Ginger,  Chillies, Fish,  Potatoes","500.0, 100.0, 100.0, 25.0, 55.0, 12.5, 420.0, 120.0, 40.0, 20.0, 50.0, 30.0, 30.0, 50.0","SLA008, SLB002, SLD055, SLD060, SLK006, SLK009, SLH006, SLI005, SLC009, SLK019, SLK012, SLK002, SLF034,  SLB006,  SLK002"
Vegetable Fried Rice,"Chicken Curry, Wambatu Moju, Chicken Curry, Ala Badun, Cashew Curry","Vegetable Fried Rice with Chicken Curry, Wambatu Moju, Chicken Curry, Ala Badun, Cashew Curry","Rice, carrot, leeks, onion,  Spices, curry leaves, Chicken,  Coconut milk, Eggplant,  Vinegar, tomato sause, Potato,  Oil, chilli, Cashew,  Chillies","500.0, 100.0, 100.0, 105.0, 55.0, 12.5, 320.0, 105.0, 80.0, 2.0, 20.0, 80.0, 20.0, 10.0, 50.0, 10.0","SLA008, SLB002, SLD055, SLD060, SLK006, SLK009, SLH006, SLI005, SLD019, SLI017, , SLD082, SLB006, SLJ002, SLI004,  SLI005, SLK002"
Vegetable Fried Rice,"Parippu, Wambatu Moju, Chicken Curry, Ginger Chicken, Vegetable Balls","Vegetable Fried Rice with Parippu, Wambatu Moju, Chicken Curry, Ginger Chicken, Vegetable Balls","Rice, carrot, leeks, onion,  Spices, curry leaves, Dhal,  Coconut milk, Termeric powder, Eggplant,  Vinegar, tomato sause, Chicken,  Ginger,  Chillies, Carrot,  leeks,  Jackfruit","500.0, 100.0, 100.0, 45.0, 30.0, 12.5, 50.0, 80.0, 25.0, 80.0, 2.0, 20.0, 220.0, 50.0, 20.0, 30.0, 50.0, 10.0","SLA008, SLB002, SLD055, SLD060, SLK006, SLK009, SLC009, SLI005, SLK019, SLD019, SLI017, , SLD082, SLH006, SLK012, SLK002,  SLD055,  SLD049,  SLB006,  SLK018"
Vegetable Fried Rice,"Chicken Curry, Chicken Curry, Fish Cutlets, potatoe cheese Balls, Vegetable Balls","Vegetable Fried Rice with Chicken Curry, Chicken Curry, Fish Cutlets, potatoe cheese Balls, Vegetable Balls","Rice, carrot, leeks, onion,  Spices, curry leaves, Chicken,  Coconut milk, Fish,  Potatoes,  Chillies, cheese,  pepper, Carrot,  leeks,  Jackfruit","500.0, 100.0, 100.0, 25.0, 60.0, 12.5, 360.0, 90.0, 90.0, 270.0, 30.0, 60.0, 20.0, 30.0, 50.0, 10.0","SLA008, SLB002, SLD055, SLD060, SLK006, SLK009, SLH006, SLI005, SLF034,  SLB006,  SLK002, SLG002,  SLK018,  SLD055,  SLD049"
Vegetable Fried Rice,"Cashew Curry, Green Pea Curry, Vegetable Cutlets, Vegetable Balls, Ginger Chicken","Vegetable Fried Rice with Cashew Curry, Green Pea Curry, Vegetable Cutlets, Vegetable Balls, Ginger Chicken","Rice, carrot, leeks, onion,  Spices, curry leaves, Cashew,  Coconut milk,  Chillies, Green pea, Carrot,  Potatoes,  leeks,  Jackfruit,  pepper, Chicken","500.0, 100.0, 100.0, 25.0, 15.0, 12.5, 250.0, 225.0, 120.0, 200.0, 150.0, 170.0, 100.0, 20.0, 25.0, 10.0","SLA008, SLB002, SLD055, SLD060, SLK006, SLK009, SLI004,  SLI005, SLK002, SLC007,  SLB006,  SLK002,  SLD055,  SLD049,  SLK018, SLH006, SLK012"
Vegetable Fried Rice,"Chicken Curry, Chicken Curry, Cashew Curry, Fish Cutlets, Ginger Chicken","Vegetable Fried Rice with Chicken Curry, Chicken Curry, Cashew Curry, Fish Cutlets, Ginger Chicken","Rice, carrot, leeks, onion,  Spices, curry leaves, Chicken,  Coconut milk, Cashew,  Chillies, Fish,  Potatoes,  Ginger","500.0, 100.0, 100.0, 25.0, 60.0, 12.5, 410.0, 165.0, 150.0, 60.0, 60.0, 100.0, 25.0","SLA008, SLB002, SLD055, SLD060, SLK006, SLK009, SLH006, SLI005, SLI004,  SLI005, SLK002, SLF034,  SLB006,  SLK002, SLK012"
Vegetable Fried Rice,"Chicken Curry, Parippu, Wambatu Moju, Ala Badun, Vegetable Cutlets","Vegetable Fried Rice with Chicken Curry, Parippu, Wambatu Moju, Ala Badun, Vegetable Cutlets","Rice, carrot, leeks, onion,  Spices, curry leaves, Chicken,  Coconut milk, Dhal, Termeric powder, Eggplant,  Vinegar, tomato sause, Potato,  Oil, chilli, Carrot,  Potatoes,  Chillies","500.0, 100.0, 100.0, 100.0, 40.0, 12.5, 200.0, 90.0, 40.0, 20.0, 60.0, 1.5, 15.0, 80.0, 20.0, 10.0, 30.0, 40.0, 10.0","SLA008, SLB002, SLD055, SLD060, SLK006, SLK009, SLH006, SLI005, SLC009, SLK019, SLD019, SLI017, , SLD082, SLB006, SLJ002,  SLB006,  SLK002"
Vegetable Fried Rice,"Chicken Curry, Chicken Curry, Cashew Curry, Vegetable Cutlets, Ginger Chicken","Vegetable Fried Rice with Chicken Curry, Chicken Curry, Cashew Curry, Vegetable Cutlets, Ginger Chicken","Rice, carrot, leeks, onion,  Spices, curry leaves, Chicken,  Coconut milk, Cashew,  Chillies, Carrot,  Potatoes,  Ginger","500.0, 100.0, 100.0, 25.0, 60.0, 12.5, 410.0, 165.0, 150.0, 60.0, 60.0, 80.0, 25.0","SLA008, SLB002, SLD055, SLD060, SLK006, SLK009, SLH006, SLI005, SLI004,  SLI005, SLK002,  SLB006,  SLK002, SLK012"
Vegetable Fried Rice,"Devilled Chicken, Devilled Fish, Ala Badun, Vegetable Balls, Ginger Chicken","Vegetable Fried Rice with Devilled Chicken, Devilled Fish, Ala Badun, Vegetable Balls, Ginger Chicken","Rice, carrot, leeks, onion,  Spices, curry leaves, Chicken,  Chili,  Curry leaves, Onion, Fish, Potato,  Oil, chilli, Carrot,  leeks,  Jackfruit,  Potatoes,  pepper","500.0, 100.0, 100.0, 115.0, 15.0, 12.5, 260.0, 45.0, 70.0, 180.0, 200.0, 120.0, 30.0, 15.0, 60.0, 100.0, 20.0, 50.0, 25.0","SLA008, SLB002, SLD055, SLD060, SLK006, SLK009, SLH006, SLK002, SLF006, SLB006, SLJ002,  SLD055,  SLD049,  SLB006,  SLK018, SLK012"
Vegetable Fried Rice,"Chicken Curry, Devilled Fish, Ginger Chicken, Fish Cutlets, Vegetable Balls","Vegetable Fried Rice with Chicken Curry, Devilled Fish, Ginger Chicken, Fish Cutlets, Vegetable Balls","Rice, carrot, leeks, onion,  Spices, curry leaves, Chicken,  Coconut milk, Fish,  Chili,  Curry leaves, Onion,  Ginger,  Chillies,  Potatoes, Carrot,  leeks,  Jackfruit","500.0, 100.0, 100.0, 25.0, 40.0, 12.5, 350.0, 50.0, 260.0, 20.0, 20.0, 80.0, 75.0, 50.0, 100.0, 30.0, 50.0, 10.0","SLA008, SLB002, SLD055, SLD060, SLK006, SLK009, SLH006, SLI005, SLF006, SLK002, SLK012, SLF034,  SLB006,  SLK002,  SLD055,  SLD049,  SLK018"
Vegetable Fried Rice,"Chicken Curry, Devilled Chicken, Devilled Fish, potatoe cheese Balls, Ginger Chicken","Vegetable Fried Rice with Chicken Curry, Devilled Chicken, Devilled Fish, potatoe cheese Balls, Ginger Chicken","Rice, carrot, leeks, onion,  Spices, curry leaves, Chicken,  Coconut milk,  Chili,  Curry leaves, Onion, Fish, cheese,  Potatoes,  pepper,  Ginger,  Chillies","500.0, 100.0, 100.0, 25.0, 40.0, 12.5, 450.0, 50.0, 35.0, 55.0, 140.0, 150.0, 60.0, 120.0, 20.0, 25.0, 10.0","SLA008, SLB002, SLD055, SLD060, SLK006, SLK009, SLH006, SLI005, SLK002, SLF006, SLG002,  SLB006,  SLK018, SLK012"
Vegetable Fried Rice,"Ala Badun, Cashew Curry, Green Pea Curry, Vegetable Cutlets, Vegetable Balls","Vegetable Fried Rice with Ala Badun, Cashew Curry, Green Pea Curry, Vegetable Cutlets, Vegetable Balls","Rice, carrot, leeks, onion,  Spices, curry leaves, Potato,  Oil, chilli, Cashew,  Coconut milk,  Chillies, Green pea, Carrot,  Potatoes,  leeks,  Jackfruit","500.0, 100.0, 100.0, 175.0, 15.0, 12.5, 200.0, 50.0, 25.0, 200.0, 175.0, 90.0, 150.0, 90.0, 80.0, 50.0, 10.0","SLA008, SLB002, SLD055, SLD060, SLK006, SLK009, SLB006, SLJ002, SLI004,  SLI005, SLK002, SLC007,  SLB006,  SLK002,  SLD055,  SLD049,  SLK018"
Chicken Biryani,"Chicken Curry, Chicken Curry, Ginger Chicken","Chicken Biryani with Chicken Curry, Chicken Curry, Ginger Chicken","Rice,  Chicken,  onion,  Spices, curry leaves, Chicken,  Coconut milk,  Ginger,  Chillies","300.0, 150.0, 60.0, 40.0, 9.0, 250.0, 50.0, 25.0, 10.0","SLA008, SLH006, SLD060, SLK006, SLK009, SLI005, SLK012, SLK002"
Chicken Biryani,"Devilled Chicken, Ginger Chicken, Devilled Beef","Chicken Biryani with Devilled Chicken, Ginger Chicken, Devilled Beef","Rice,  Chicken,  onion,  Spices, curry leaves, Chicken,  Chili,  Curry leaves, Onion,  Ginger,  Chillies, Beef,  Oil,  chillies","300.0, 150.0, 60.0, 15.0, 9.0, 250.0, 15.0, 30.0, 60.0, 50.0, 20.0, 80.0, 30.0, 5.0","SLA008, SLH006, SLD060, SLK006, SLK009, SLK002, SLK012, SLH016, SLJ002"
Chicken Biryani,"Chicken Curry, Devilled Fish, Ginger Chicken","Chicken Biryani with Chicken Curry, Devilled Fish, Ginger Chicken","Rice,  Chicken,  onion,  Spices, curry leaves, Chicken,  Coconut milk, Fish,  Chili,  Curry leaves, Onion,  Ginger,  Chillies","300.0, 150.0, 60.0, 30.0, 9.0, 170.0, 30.0, 100.0, 10.0, 10.0, 40.0, 25.0, 10.0","SLA008, SLH006, SLD060, SLK006, SLK009, SLI005, SLF006, SLK002, SLK012"
Chicken Biryani,"Chicken Curry, Chicken Curry, Ginger Chicken","Chicken Biryani with Chicken Curry, Chicken Curry, Ginger Chicken","Rice,  Chicken,  onion,  Spices, curry leaves, Chicken,  Coconut milk,  Ginger,  Chillies","300.0, 150.0, 60.0, 40.0, 9.0, 250.0, 50.0, 25.0, 10.0","SLA008, SLH006, SLD060, SLK006, SLK009, SLI005, SLK012, SLK002"
Chicken Biryani,"Chicken Curry, Devilled Fish, Devilled Beef","Chicken Biryani with Chicken Curry, Devilled Fish, Devilled Beef","Rice,  Chicken,  onion,  Spices, curry leaves, Chicken,  Coconut milk, Fish,  Chili,  Curry leaves, Onion, Beef,  Oil,  chillies","300.0, 150.0, 60.0, 30.0, 9.0, 120.0, 30.0, 100.0, 10.0, 10.0, 40.0, 80.0, 30.0, 5.0","SLA008, SLH006, SLD060, SLK006, SLK009, SLI005, SLF006, SLK002, SLH016, SLJ002"
Chicken Biryani,"Devilled Fish, Chickpea Salad, Devilled Beef","Chicken Biryani with Devilled Fish, Chickpea Salad, Devilled Beef","Rice,  Chicken,  onion,  Spices, curry leaves, Fish,  Chili,  Curry leaves, Onion, Chickpeas,  Carrot,  Cabbage, Beef,  Oil,  chillies","300.0, 150.0, 60.0, 15.0, 9.0, 150.0, 15.0, 15.0, 60.0, 120.0, 60.0, 60.0, 80.0, 30.0, 5.0","SLA008, SLH006, SLD060, SLK006, SLK009, SLF006, SLK002, SLI013, SLB002, SLD021, SLH016, SLJ002"
Chicken Biryani,"Chickpea Salad, Devilled Beef, Ginger Chicken","Chicken Biryani with Chickpea Salad, Devilled Beef, Ginger Chicken","Rice,  Chicken,  onion,  Spices, curry leaves, Chickpeas,  Carrot,  Cabbage, Beef,  Oil,  chillies, Chicken,  Ginger,  Chillies","300.0, 150.0, 60.0, 15.0, 9.0, 180.0, 90.0, 90.0, 160.0, 60.0, 10.0, 50.0, 25.0, 10.0","SLA008, SLH006, SLD060, SLK006, SLK009, SLI013, SLB002, SLD021, SLH016, SLJ002, SLK002, SLK012"
Chicken Biryani,"Chicken Curry, Devilled Beef, Ginger Chicken","Chicken Biryani with Chicken Curry, Devilled Beef, Ginger Chicken","Rice,  Chicken,  onion,  Spices, curry leaves, Chicken,  Coconut milk, Beef,  Oil,  chillies,  Ginger,  Chillies","300.0, 150.0, 60.0, 30.0, 9.0, 170.0, 30.0, 160.0, 60.0, 10.0, 25.0, 10.0","SLA008, SLH006, SLD060, SLK006, SLK009, SLI005, SLH016, SLJ002, SLK002, SLK012"
Chicken Biryani,"Chicken Curry, Devilled Beef, Ginger Chicken","Chicken Biryani with Chicken Curry, Devilled Beef, Ginger Chicken","Rice,  Chicken,  onion,  Spices, curry leaves, Chicken,  Coconut milk, Beef,  Oil,  chillies,  Ginger,  Chillies","300.0, 150.0, 60.0, 30.0, 9.0, 170.0, 30.0, 160.0, 60.0, 10.0, 25.0, 10.0","SLA008, SLH006, SLD060, SLK006, SLK009, SLI005, SLH016, SLJ002, SLK002, SLK012"
Chicken Biryani,"Devilled Chicken, Ginger Chicken, Chickpea Salad","Chicken Biryani with Devilled Chicken, Ginger Chicken, Chickpea Salad","Rice,  Chicken,  onion,  Spices, curry leaves, Chicken,  Chili,  Curry leaves, Onion,  Ginger,  Chillies, Chickpeas,  Carrot,  Cabbage","300.0, 150.0, 60.0, 15.0, 9.0, 250.0, 15.0, 30.0, 60.0, 50.0, 20.0, 60.0, 30.0, 30.0","SLA008, SLH006, SLD060, SLK006, SLK009, SLK002, SLK012, SLI013, SLB002, SLD021"
