Breakfast,Lunch,Dinner,Combined Ingredients,Total Energy (Kcal),Total Protein (g),Total Fat (g),Total Carbohydrates (g),Total Magnesium (mg),Total Sodium (mg),Total Potassium (mg),Total Saturated Fatty Acids (mg),Total Monounsaturated Fatty Acids (mg),Total Polyunsaturated Fatty Acids (mg),Total Free Sugar (g),Total Starch (g)
"Red Rice with Bean Curry, Thalapath Fish Curry, Chickpea Curry","Vegetable Fried Rice with Parippu, Cashew Curry, Ginger Chicken, Fish Cutlets, Tapioca Chips",Seafood Kottu with Ginger Chicken," Prawn, Rice, Beans,  Ginger,  Fish, Termeric powder,  leeks, Dhal, onion, carrot,  Chillies, curry leaves, leeks,  Potatoes, Fish, Chickpea, Tapioca, Thalapath fish, Cashew, Chicken,  Oil,  Carrot, Chilli,  Coconut milk,  Spices, Red rice, Flour",3927.7999999999997,181.68900000000002,233.42000000000002,390.18300000000005,1829.8919999999998,424.887,11271.8,76797.012,52470.967000000004,19179.718,33.71,305.673
"Red Rice with Chicken Curry, Bathala Curry, Polos Mallum, Kappa Masala","Fish Biryani with Devilled Chicken, Ginger Chicken, Devilled Beef, Ginger Chicken","Red Rice with Potato Curry, Lotus Root Curry, Okra Curry, Dhal Vade","Potato,  Chili, Rice, Turmeric Powder, Sweet potato,  Fish,  Ginger, onion, curry leaves,  Chillies, Lentils,  oil, Okra, Beef, Cassava, Lotus root, Jackfruit, Chicken,  Oil,  Coconut milk,  Spices, Red rice",3929.8,129.85999999999999,290.622,257.776,1443.5900000000001,277.05,7744.6,42684.801999999996,27969.35,9242.82,21.82,194.802
"Red Rice with Gotu Kola Sambol, Bitter Gourd Salad, Dhal Vade, Polos Mallum, Tropical Salad","Vegetable Fried Rice with Parippu, Cashew Curry, Ginger Chicken, Fish Cutlets","Red Rice with Chicken Curry, Devilled Fish, Vegetable Cutlets"," Chili, Rice,  Pineapple,  Apple,  Ginger,  Coconut, Termeric powder, Mango, Carrot, Dhal, Bitter gourd, onion, carrot, curry leaves,  Chillies, leeks,  Potatoes, Lentils, Gotu Kola, Fish,  chillie,  Onion, Cashew, Onion, Jackfruit, Chicken,  Oil,  Carrot,  Cucumber,  Coconut milk,  Spices,  Curry leaves, Red rice",3942.7999999999997,178.05999999999997,255.10399999999998,384.416,1984.26,484.56999999999994,12317.0,93685.768,53642.46,19634.082000000002,47.29,290.908
"Red Rice with Soya Meat Curry, Dry Fish Curry, Vegetable Cutlets, Pumpkin curry, Chickpea Salad","Vegetable Biryani with Chicken Curry, Devilled Chicken, Devilled Beef, Ginger Chicken","Red Rice with Gotu Kola Sambol, Papaya Curry, Tapioca Chips, Polos Ambula"," chillies, Chickpeas,  Chili, Rice,  Ginger,  Coconut, Dry fish, Carrot, onion,  Chillies, curry leaves, leeks,  Potatoes, Gotu Kola, Tapioca, Beef,  curry leaves, Pumpkin,  Onion, Jackfruit, Chicken,  Oil,  Coconut milk,  Cabbage,  Spices, Red rice, Soya meat,  carrot,  Salt, Papaya",3944.7999999999997,127.96,345.438,238.138,1424.454,424.04800000000006,8138.2,85571.37599999999,26285.534,10485.192000000001,30.548,171.238
"Red Rice with Jackfruit Curry, Gotu Kola Sambol, Cuttlefish Curry, Bitter Leaf Curry, Radish Sambol","Chicken Fried Rice with Devilled Chicken, Ginger Chicken, Fish Cutlets, Vegetable Balls","Chicken Fried Rice with Ala Badun, Green Pea Curry, Vegetable Cutlets, Tapioca Chips","Potato,  Chili,  pepper, Bitter leaves, Rice, Radish,  Ginger, Green pea, Cuttlefish,  leeks,  onion, curry leaves,  Chillies, leeks,  Chicken,  Potatoes, Gotu Kola, Fish, Tapioca, Spices,  Onion, Jackfruit,  Oil,  Jackfruit,  Coconut milk,  Spices, Red rice,  carrot",3949.0,172.096,202.784,372.904,1996.218,552.978,12293.2,26747.025999999998,31471.242,13057.698,27.162,307.166
"Red Rice with Cashew Curry, Seer Fish Curry, Vegetable Balls, Kappa Masala, Sprats Fry","Fish Biryani with Chicken Curry, Ginger Chicken, Chickpea Salad, Devilled Beef","Red Rice with Bean Curry, Kohila Curry, Sinhala Achcharu","Kohila, Chickpeas,  pepper, Rice, Beans, Dried fish,  Fish,  Ginger,  Coconut, Carrot,  leeks,  onion, onion,  Chillies, curry leaves,  Potatoes, Beef, Cassava, Cashew, Seer fish,  Vinegar, Chicken,  Oil,  Jackfruit,  Carrot,  Coconut milk,  Cabbage,  Spices, Red rice",3957.0,142.496,326.848,267.646,1374.9360000000001,396.08,7954.2,89386.12599999999,38894.692,12974.206,32.368,170.306
"Red Rice with Mango Curry, Mint Sambol, Carrot curry, Spicy Crab","Fish Biryani with Chicken Curry, Devilled Fish, Chickpea Salad, Devilled Beef",Pol Roti with Parippu," chillies, Chickpeas,  Chili,  pepper, Rice,  Fish,  Coconut, Termeric powder, Mango, Carrot, Coconut, Dhal, onion, curry leaves, Beef, Crab, Mint, Chicken,  Oil,  Carrot,  Coconut milk,  Cabbage,  Spices, Red rice,  Flour",3958.2,147.242,307.92199999999997,305.70799999999997,1377.738,455.342,8647.6,85497.49,27068.446,9868.377999999999,32.926,201.416
"Red Rice with Capsicum Curry, Collard Greens Curry, Fish Cutlets, Kochchi Sambol, Tropical Salad","Vegetable Biryani with Chicken Curry, Chicken Curry, Chickpea Salad","Vegetable Fried Rice with Ala Badun, Tapioca Chips, potatoe cheese Balls","Potato, Chickpeas, Rice,  pepper,  Pineapple,  Apple,  Coconut, Mango, onion, carrot,  Chillies, curry leaves, leeks,  Potatoes, Collard greens, Fish, Tapioca, Capsicum, cheese, Chicken,  Oil,  Carrot,  Cucumber,  Coconut milk,  Cabbage,  Spices, Red rice,  carrot,  Salt",3962.2,143.80599999999998,274.58000000000004,344.01800000000003,1606.4299999999998,1853.926,8904.2,66542.6,29098.417999999998,10334.312,41.374,238.344
"Red Rice with Ala Badun, Fish Patties, Cauliflower Pickle","Chicken Fried Rice with Wambatu Moju, Cashew Curry, Green Pea Curry",Egg Fried Rice with Chicken Curry,"Potato,  Garlic, Cauliflower, chilli, Rice, Green pea,  onion, onion, curry leaves,  Chillies, leeks,  Chicken, Eggplant, Fish, Spices,  Egg, carrort, Cashew,  Vinegar, Chicken,  Oil,  Coconut milk,  Spices, Red rice, tomato sause,  carrot,  Flour",3962.8,186.142,232.002,351.302,1987.97,572.2560000000001,10612.4,61470.416,65803.23800000001,20438.856,30.428,289.61
"Red Rice with Beetroot Curry, Fish Curry, Fenugreek Curry, Beetroot curry",Chicken Fried Rice with Devilled Chicken,"Vegetable Biryani with Chicken Curry, Chickpea Salad, Devilled Beef","Fenugreek,  chillies, Chickpeas,  Chili, Rice,  onion, onion, curry leaves,  Chillies, leeks,  Chicken, Fish, Spices, Beef, Beetroot, Chicken,  Oil,  Coconut milk,  Cabbage,  Spices, Red rice,  carrot",3971.2,185.786,271.56399999999996,304.88599999999997,1954.076,520.578,10347.4,70512.034,37569.992,13775.112,34.316,218.10399999999998
"Red Rice with Chicken Curry, Eggplant Curry, Cashew Curry","Red Rice with Eggplant Curry, Potato Curry, Chickpea Curry","Fish Biryani with Chicken Curry, Devilled Fish, Chickpea Salad, Devilled Beef","Potato, Chickpeas,  Chili, Rice, Turmeric Powder,  Fish, onion,  Chillies, curry leaves, Eggplant, Chickpea, Beef, Cashew, Chicken,  Oil,  Carrot,  Coconut milk,  Cabbage,  Spices, Red rice",3971.8,142.29,333.774,256.76,1448.058,319.25,7708.4,88385.14600000001,42757.19,12562.777999999998,31.622,169.572
"Red Rice with Beetroot Curry, Snake Gourd Curry, Devilled Beef, Indian Fish Curry","Chicken Biryani with Devilled Fish, Chickpea Salad, Devilled Beef, Ginger Chicken","Red Rice with Drumstick Curry, Tomato Curry, Kohila Curry, Ginger Chicken","Kohila,  chillies, Chickpeas,  Chili, Rice, Drumstick,  Ginger,  onion, curry leaves,  Chillies,  Chicken, Snake gourd, Fish, Beef, Beetroot, Chicken,  Oil,  Carrot,  Coconut milk,  Cabbage,  Spices, Red rice, Tomato",3974.4,145.602,297.35,239.992,1410.5079999999998,416.522,7976.6,44608.83,29618.784,9687.21,26.218,165.85399999999998
"Red Rice with Green Gram Curry, Carrot Sambol, Mango Chutney, Devilled Beef","Fish Biryani with Ginger Chicken, Chickpea Salad, Devilled Beef, Ginger Chicken","Red Rice with Fish Curry, Cashew Curry, Egg Curry, Beetroot curry"," chillies, Chickpeas,  pepper, Rice,  sugar,  Fish,  Ginger,  Coconut, Carrot, Mango, onion, curry leaves,  Chillies, Fish, Beef, Egg, Beetroot, Cashew,  Vinegar, Chicken,  Oil,  Carrot,  Coconut milk,  Cabbage,  Spices, Green gram, Red rice",3975.2,148.614,275.56600000000003,285.82399999999996,1462.768,456.89,7694.6,48149.00600000001,42200.984,12924.83,70.082,169.87
"Red Rice with Fish Curry, Ala Badun, Papaya Curry, Kiri Hodi","Chicken Fried Rice with Devilled Chicken, Ala Badun, Green Pea Curry","Red Rice with Fish Ambul Thiyal, Egg Curry, Dry Fish Curry, Jackfruit Mallum","Potato,  Chili, Rice, Green pea,  Coconut, Dry fish,  Goraka,  onion, onion, curry leaves,  Chillies, leeks,  Chicken, Fish, Spices, Egg, Jackfruit,  Oil,  Coconut milk,  Spices, Red rice,  carrot, Papaya",3988.4,131.66,289.37,271.99,1606.6779999999999,453.214,8993.4,42591.104,26713.627999999997,11178.224,21.067999999999998,223.512
"Red Rice with Pol Sambol, Ash Plantain Curry, Green Banana Curry, Pineapple Pickle, Devilled Beef","Red Rice with Leeks Curry, Pumpkin Leaves Curry, Prawn Curry, Beef Curry","Vegetable Fried Rice with Ala Badun, Green Pea Curry, Fish Cutlets, potatoe cheese Balls","Potato,  Chili,  pepper, Rice, Garlic, Green pea, Coconut, Green banana, onion, carrot,  Chillies, curry leaves, leeks,  Potatoes, Prawn, Fish, Leeks, Ash plantain, Beef, Pumpkin leaves,  Onion, Lime, cheese,  Oil,  Coconut milk,  Spices, Red rice, Pineapple",3996.0,137.76999999999998,269.616,279.62,1109.6680000000001,1700.63,7208.8,24979.4,16741.404000000002,7502.004000000001,20.696,224.684
Roast Bread with Simmered Fish Roe,"Red Rice with Papaya Curry, Octopus Curry, Murukku","Chicken Fried Rice with Ginger Chicken, Vegetable Cutlets, potatoe cheese Balls","Rice,  pepper,  sugar,  Ginger, Octopus,  onion,  Chillies, curry leaves, leeks,  Chicken, flour,  Potatoes, Spices, cheese,  Oil,  Coconut milk,  Spices, Red rice, Flour,  carrot, Papaya",4000.6,183.12599999999998,244.98199999999997,254.788,878.0,14490.998000000001,5331.2,11518.516,20479.010000000002,9110.054,13.564,209.438
"Red Rice with Banana Blossom Curry, Cabbage Mallung, Leeks Curry, Seeni Sambol, Sprats Fry","Red Rice with Chicken Curry, Carrot Curry, Bitter Gourd Curry, Pineapple Curry","Chicken Fried Rice with Chicken Curry, Ala Badun, Tapioca Chips, potatoe cheese Balls","Potato, Rice,  pepper, Cabbage, Dried fish, Carrot, Banana blossom,  onion, Bitter gourd,  Chillies, curry leaves, leeks,  Chicken,  Potatoes, Tapioca, Leeks, Spices, Onion, cheese, Chicken,  Oil,  Sugar,  Coconut milk,  Spices, Red rice,  Salt,  carrot, Pineapple",4006.0,118.212,333.474,292.216,1121.658,1621.416,7100.6,82707.05799999999,28466.284,8780.076000000001,69.226,187.86
"Red Rice with Dhal Curry, Ala Badun, Soya Meat Curry",Chicken Fried Rice with Vegetable Cutlets,"Chicken Fried Rice with Green Pea Curry, potatoe cheese Balls, Vegetable Balls","Potato, Rice,  pepper, Green pea, Termeric powder,  leeks, Dhal,  onion, onion,  Chillies, curry leaves, leeks,  Chicken,  Potatoes, Spices, cheese,  Oil,  Jackfruit,  Coconut milk,  Spices, Red rice, Soya meat,  carrot",4012.6,173.958,212.18,368.128,1905.886,1736.194,10922.0,24886.308000000005,33827.136,13120.912,21.810000000000002,302.244
"Red Rice with Carrot Curry, Papaya Curry, Cashew Curry, Indian Fish Curry","Vegetable Fried Rice with Parippu, Devilled Fish, Cashew Curry, Green Pea Curry","Red Rice with Dry Fish Curry, Vegetable Cutlets, Fish Curry"," Chili, Rice, Green pea, Dry fish, Termeric powder, Carrot, Dhal, onion, carrot,  Chillies, curry leaves, leeks,  Potatoes, Fish, Cashew,  Coconut milk,  Spices, Red rice, Papaya",4022.0,168.38,264.89599999999996,391.62,2144.66,410.074,12162.8,95256.16,67376.804,22423.93,35.306,319.63
"Red Rice with Devilled Fish, Brinjal Moju, Gotu Kola Sambol, Sprats Fry","Red Rice with Ash Plantain Curry, Fish Patties, Garlic curry","Chicken Fried Rice with Chicken Curry, Ala Badun, Tapioca Chips, potatoe cheese Balls","Potato,  chillies,  Chili, Rice,  pepper, Garlic, Dried fish,  Coconut,  onion,  Chillies, curry leaves, leeks,  Chicken, Eggplant,  Potatoes, Gotu Kola, Fish, Tapioca, Spices, Ash plantain, Onion,  Vinegar, cheese,  Oil,  Coconut milk,  curry leaves ,  Spices,  Curry leaves, Red rice,  Salt,  carrot,  Flour",4025.6,116.148,357.21,245.90800000000002,994.382,1586.328,6529.0,81931.666,19616.508,7552.392,25.478,186.304
"Red Rice with Gotu Kola Sambol, Ash Plantain Curry, Okra Curry, Tender Jackfruit Fry","Vegetable Fried Rice with Chicken Curry, Ala Badun, Vegetable Cutlets, Ginger Chicken","Red Rice with Thalapath Fish Curry, Bitter Leaf Curry, Mint Sambol, Kiri Hodi, Ginger Chicken","Potato, Rice, Bitter leaves,  pepper,  Ginger,  Coconut, onion, carrot,  Chillies, curry leaves, leeks,  Potatoes, Gotu Kola, Okra, Ash plantain, Thalapath fish, Mint,  Onion, Jackfruit, Chicken,  Oil,  Coconut milk,  Spices, Red rice",4026.2,119.85,342.812,271.684,1363.9479999999999,327.512,8710.2,83204.29999999999,24539.016,9838.696,25.978,189.046
"Red Rice with Bitter Gourd Curry, Soya Meat Curry, Shrimp Cutlets","Chicken Biryani with Devilled Chicken, Devilled Beef, Ginger Chicken","Chicken Fried Rice with Wambatu Moju, Vegetable Cutlets, Vegetable Balls"," Chili, Rice,  pepper,  Ginger,  leeks, Shrimp,  onion, Bitter gourd,  Chillies, curry leaves, leeks,  Chicken, Eggplant,  Potatoes,  flour, Spices, Beef,  Vinegar,  Oil,  Jackfruit,  Coconut milk,  Spices, Red rice, Soya meat, tomato sause,  carrot",4027.0,158.0,248.56600000000003,302.812,1722.098,404.946,9124.2,27150.378,36950.336,12212.333999999999,20.851999999999997,250.93
"Red Rice with Bean Curry, Coconut Sambol, Beetroot curry","Fish Biryani with Chicken Curry, Devilled Fish, Devilled Beef","Vegetable Fried Rice with Devilled Chicken, Devilled Fish, potatoe cheese Balls"," chillies,  Chili, Rice,  pepper, Beans,  Fish, onion, carrot, curry leaves, leeks,  Potatoes, Fish, Beef, Beetroot,  Onion, cheese, Chicken,  Oil,  Coconut milk,  Spices, Red rice",4036.6,176.974,294.834,281.188,1882.638,1719.134,9551.0,70171.078,37270.634,12335.618,26.274,216.308
"Red Rice with Gotu Kola Sambol, Leeks Curry, Sinhala Achcharu","Chicken Fried Rice with Ginger Chicken, Fish Cutlets, potatoe cheese Balls","Chicken Fried Rice with Wambatu Moju, Chicken Curry, Ala Badun, Ginger Chicken","Potato, Rice,  pepper,  Ginger,  Coconut, Carrot,  onion,  Chillies, curry leaves, leeks,  Chicken, Eggplant,  Potatoes, Gotu Kola, Fish, Leeks, Spices,  Onion,  Vinegar, cheese,  Oil,  Coconut milk, Red rice, tomato sause,  carrot",4039.2,159.66,284.616,318.068,1475.938,1805.4140000000002,9766.8,68682.10399999999,30662.690000000002,11742.366000000002,31.552,232.596
"Red Rice with Mustard Greens Curry, Jaffna Crab Curry, Sprats Fry",Chicken Fried Rice with Chicken Curry,"Fish Biryani with Chickpea Salad, Devilled Beef, Ginger Chicken"," chillies, Chickpeas, Rice, Mustard greens, Dried fish,  Fish,  Ginger,  onion, onion,  Chillies, curry leaves, leeks,  Chicken, Spices, Beef, Crab, Chicken,  Oil,  Carrot,  Coconut milk,  Cabbage,  Spices, Red rice,  carrot",4040.2,167.344,277.994,295.566,1643.268,580.844,8891.8,53080.886,31867.510000000002,11205.367999999999,28.902,214.634
Kiribath with Fish Ambul Thiyal,Seafood Fried Rice with Vegetable Cutlets,"Fish Biryani with Chickpea Salad, Devilled Beef, Ginger Chicken"," chillies, Chickpeas, Rice,  Oninon,  Fish,  Ginger,  Goraka, Carrot, onion, curry leaves,  Chillies,  Potatoes, Fish, Spices, Beef, shrimp, Chicken,  Oil,  Carrot,  Coconut milk,  Cabbage,  Spices, crab",4041.25,180.7275,240.2645,345.305,2249.352,881.8254999999999,10581.8,48550.07,39883.619999999995,15178.759999999998,35.510000000000005,255.7105
"Red Rice with Dhal Curry, Beef Curry, Indian Fish Curry","Chicken Fried Rice with Chicken Curry, Ala Badun, Tapioca Chips, potatoe cheese Balls",Fish Kottu with Chicken Curry,"Potato, Rice,  pepper,  Fish, Termeric powder,  leeks, Dhal,  onion,  Chillies, curry leaves, leeks,  Chicken,  Potatoes, Fish, Tapioca, Spices, Beef, cheese, Chicken,  Oil,  Carrot,  Coconut milk,  Spices, Red rice,  Chilli, Flour,  carrot,  Salt",4041.8,153.805,325.149,308.076,1368.123,1639.118,8928.2,97869.764,34381.414000000004,10803.080000000002,29.391000000000002,236.58800000000002
"Red Rice with Mango Curry, Mustard Greens Curry, Beetroot curry","Vegetable Fried Rice with Devilled Chicken, Devilled Fish, potatoe cheese Balls","Vegetable Biryani with Devilled Chicken, Ginger Chicken, Chickpea Salad, Devilled Beef"," chillies, Chickpeas,  Chili, Rice,  pepper, Mustard greens,  Ginger, Mango, onion, carrot,  Chillies, curry leaves, leeks,  Potatoes, Fish, Beef, Beetroot, cheese, Chicken,  Oil,  Coconut milk,  Cabbage,  Spices, Red rice,  carrot",4046.2,182.688,235.32600000000002,317.56399999999996,1843.1019999999999,1778.994,9670.0,27409.233999999997,33757.002,11871.912,32.120000000000005,220.50199999999998
"Red Rice with Chicken Curry, Fish Curry, Ash Plantain Curry","Vegetable Fried Rice with Parippu, Devilled Chicken, Fish Cutlets, Ginger Chicken","Vegetable Fried Rice with Wambatu Moju, Vegetable Cutlets, potatoe cheese Balls"," Chili, Rice,  pepper,  Ginger, Termeric powder, Dhal, onion, carrot, curry leaves,  Chillies, leeks, Eggplant,  Potatoes, Fish, Ash plantain,  Vinegar, cheese, Chicken,  Coconut milk,  Spices, Red rice, tomato sause",4050.8,198.022,231.75400000000002,395.59599999999995,2186.56,1837.102,13138.8,70366.612,34793.471999999994,14659.816000000003,32.228,308.118
"Red Rice with Sweet Corn Curry, Ulundu Wade, Dhal Vade, Maalu Badun, Tropical Salad","Red Rice with Gotu Kola Sambol, Bitter Gourd Salad, Dhal Vade, Polos Mallum, Tropical Salad","Chicken Fried Rice with Devilled Chicken, Ala Badun, Green Pea Curry","Potato,  Chili, Rice,  Pineapple,  Apple, Green pea,  Coconut, Mango,  onion, Bitter gourd,  Chillies, curry leaves, leeks,  Chicken, Lentils,  flour, Gotu Kola, Fish, Spices, Sweet corn,  chillie,  Onion, Jackfruit,  Oil,  Carrot,  Cucumber,  Coconut milk, Red rice, Urad,  carrot",4064.0,136.02800000000002,243.974,352.494,1189.094,336.574,8241.8,22180.195999999996,14682.984,8020.776000000001,39.592,254.456
"Red Rice with Beetroot Curry, Kochchi Sambol, Spicy Crab","Vegetable Fried Rice with Parippu, Chicken Curry, Green Pea Curry, Ginger Chicken, potatoe cheese Balls",Roast Bread with Malu Mirisata," Chili, Rice,  pepper,  sugar,  Ginger, Green pea, Termeric powder, Dhal, onion, carrot, curry leaves,  Chillies, leeks,  Potatoes, Fish, Crab, Beetroot, Green chili, cheese, Chicken,  Oil,  Coconut milk,  Spices, Red rice, Flour",4070.9,178.39999999999998,255.853,376.351,1777.397,1778.156,11440.8,66773.41,22549.611,11588.185000000001,27.883000000000003,300.672
"Red Rice with Elumas Curry, Bean Curry, Fish Cutlets, Mango Chutney","Vegetable Fried Rice with Ala Badun, Ginger Chicken, Fish Cutlets, potatoe cheese Balls","Red Rice with Fish Ambul Thiyal, Mango Curry, Ash Plantain Curry, Seer Fish Curry, Chickpea Salad","Potato, Chickpeas, Rice,  pepper, Beans,  sugar,  Ginger,  Goraka, Mango, onion, carrot, curry leaves,  Chillies, leeks,  Potatoes, Fish, Goat, Ash plantain, Seer fish,  Vinegar, cheese, Chicken,  Oil,  Carrot,  Coconut milk,  Cabbage,  Spices, Red rice",4073.2,147.354,279.64,299.536,1540.3100000000002,1786.094,8548.0,43883.456,26202.54,11585.300000000001,69.136,180.062
"Red Rice with Green Banana Curry, Cauliflower Pickle, Fish Curry","Fish Biryani with Chicken Curry, Devilled Fish, Devilled Beef",Roast Bread with Fish Curry,"Fish,  Garlic, Cauliflower, Chicken,  Oil,  Chili, Green banana, Rice,  Coconut milk, onion,  Spices, Beef,  Chillies, Red rice, curry leaves,  sugar,  Fish, Flour",4078.2,141.28900000000002,366.779,216.732,1482.0299999999997,321.742,7685.4,89507.31599999999,32375.275,9827.155,23.453,173.026
"Red Rice with Leeks Curry, Pumpkin Leaves Curry, Prawn Curry, Beef Curry","Vegetable Fried Rice with Parippu, Devilled Fish, Cashew Curry, Green Pea Curry","Chicken Fried Rice with Green Pea Curry, Vegetable Balls, Ginger Chicken"," Chili, Rice,  pepper,  Ginger, Green pea, Termeric powder,  leeks, Dhal,  onion, onion, carrot,  Chillies, curry leaves, leeks,  Chicken,  Potatoes, Prawn, Fish, Leeks, Spices, Beef, Pumpkin leaves, Cashew,  Jackfruit,  Coconut milk,  Spices, Red rice,  carrot",4078.6,205.85399999999998,173.84199999999998,494.604,2322.12,499.418,14236.2,59907.58,57360.412,21303.98,32.656,414.612
"Red Rice with Carrot curry, Batu Moju, Tender Jackfruit Fry","Red Rice with Potato Curry, Papaya Curry, Cashew Curry, Beef Curry, Murukku","Vegetable Biryani with Chicken Curry, Devilled Chicken, Devilled Fish, Devilled Beef","Potato,  chillies,  Chili, Rice, Turmeric Powder,  garlic, Carrot, onion, curry leaves,  Chillies, leeks, flour, Eggplant, Fish, Beef, Cashew, Jackfruit, Chicken,  Oil,  Coconut milk,  Spices, Red rice,  carrot, Papaya",4084.4,131.422,363.716,227.50799999999998,1402.9560000000001,331.25800000000004,7659.2,89132.948,39455.191999999995,12219.560000000001,29.402,174.736
"Red Rice with Bitter Gourd Curry, Snake Gourd Curry, Sweet Corn Curry, Maalu Badun, Jackfruit Mallum","Vegetable Fried Rice with Parippu, Devilled Fish, Cashew Curry, Green Pea Curry, Vegetable Balls","Red Rice with Thalapath Fish Curry, Bitter Leaf Curry, Mint Sambol, Kiri Hodi, Ginger Chicken"," Chili, Rice,  pepper, Bitter leaves,  Ginger, Green pea,  Coconut, Termeric powder,  leeks, Dhal, Bitter gourd, onion, carrot,  Chillies, curry leaves, leeks,  Potatoes, Snake gourd, Fish, Thalapath fish, Sweet corn, Mint, Cashew, Jackfruit, Chicken,  Oil,  Jackfruit,  Coconut milk,  Spices, Red rice",4087.6000000000004,177.568,252.16799999999998,427.10400000000004,2098.472,352.718,12940.4,92410.13200000001,56694.172,20378.854000000003,31.894,328.386
"Red Rice with Chicken Curry, Pol Sambol, Devilled Fish",Egg Fried Rice with potatoe cheese Balls,"Fish Biryani with Chicken Curry, Devilled Fish, Devilled Beef"," Chili, Rice,  pepper, Garlic,  Fish,  onion, onion, curry leaves, leeks,  Potatoes, Fish, Beef,  Egg, carrort,  Onion, Lime, cheese, Chicken,  Oil,  Coconut milk,  Spices,  Curry leaves, Red rice",4090.4,174.93,301.238,282.126,1828.212,1831.002,9154.2,73297.11799999999,41699.078,13177.458,26.442,218.812
"Red Rice with Jackfruit Curry, Soya Meat Curry, Pumpkin Leaves Curry, Fish Cutlets, Maalu Badun","Chicken Biryani with Devilled Chicken, Devilled Beef, Ginger Chicken","Red Rice with Bean Curry, Thalapath Fish Curry, Chickpea Curry"," Chili, Rice, Beans,  Ginger,  onion, curry leaves,  Chillies,  Chicken,  Potatoes, Fish, Chickpea, Thalapath fish, Beef, Pumpkin leaves, Jackfruit,  Oil,  Coconut milk,  Spices, Red rice, Soya meat",4103.0,135.24,329.85400000000004,211.9,1355.2579999999998,344.262,6971.0,43476.138,27302.922,10207.584,16.432000000000002,162.666
"Red Rice with Gotu Kola Sambol, Bitter Gourd Salad, Dhal Vade, Polos Mallum, Tropical Salad","Vegetable Fried Rice with Chicken Curry, Ala Badun, Cashew Curry",Seafood Kottu with Ginger Chicken,"Potato,  Prawn, Rice,  Pineapple,  Apple,  Fish,  Ginger,  Coconut, Mango,  leeks, Bitter gourd, onion, carrot, curry leaves,  Chillies, leeks, Lentils, Gotu Kola,  chillie,  Onion, Cashew, Jackfruit, Chicken,  Oil,  Carrot,  Cucumber, Chilli,  Coconut milk,  Spices, Red rice, Flour",4108.8,131.007,315.72399999999993,304.841,1401.48,317.86100000000005,8207.0,72613.99399999999,46678.681000000004,15478.635999999999,40.268,230.367
Kurakkan Roti with Cuttlefish Curry,Egg Fried Rice with Fish Cutlets,"Vegetable Fried Rice with Parippu, Cashew Curry, Ginger Chicken, Fish Cutlets","Rice,  Ginger, Termeric powder, Cuttlefish,  onion, Dhal, onion, carrot, curry leaves,  Chillies, leeks,  Potatoes, Fish,  Egg, carrort, Cashew, Chicken, Millet,  Coconut milk,  Spices,  Flour",4112.0,209.528,220.754,429.032,2462.566,757.466,13692.2,82944.62,68433.882,23741.980000000003,34.74,349.62
"Red Rice with Drumstick Curry, Seeni Sambol, Sinhala Achcharu, Sprats Fry","Red Rice with Potato Curry, Bean Curry, Sweet Corn Curry, Sesame Seed Sambol, Prawn Curry","Vegetable Fried Rice with Wambatu Moju, Ala Badun, Green Pea Curry, Tapioca Chips, Ginger Chicken","Potato,  chillii, Rice, Drumstick, Turmeric Powder, Beans, Dried fish,  Ginger, Green pea, Carrot, onion, carrot, curry leaves,  Chillies, leeks, Eggplant, Prawn, Tapioca, Sweet corn,  Onion, Onion,  Vinegar, Chicken,  Oil,  Sugar,  Coconut milk,  Spices, Red rice, tomato sause, Sesame seed,  Salt",4112.4,134.664,263.552,354.73400000000004,1597.154,408.602,9578.8,40480.754,24808.636,10454.66,65.462,245.106
"Red Rice with Dhal Curry, Banana Blossom Curry, Bitter Leaf Curry, Jaffna Crab Curry",Chicken Fried Rice with Ginger Chicken,"Vegetable Biryani with Chicken Curry, Chickpea Salad, Devilled Beef"," chillies, Chickpeas, Rice, Bitter leaves,  Ginger, Termeric powder, Banana blossom, Dhal,  onion, onion,  Chillies, curry leaves, leeks,  Chicken, Spices, Beef, Crab, Chicken,  Oil,  Coconut milk,  Cabbage,  Spices, Red rice,  carrot",4115.8,180.78,271.48199999999997,349.43399999999997,1957.076,599.62,11136.6,71041.678,37544.118,13145.236,34.046,257.094
"Red Rice with Dhal Curry, Sesame Seed Sambol, Sprats Fry","Red Rice with Gotu Kola Sambol, Bitter Gourd Curry, potatoe cheese Balls, Batu Moju","Chicken Biryani with Chicken Curry, Ginger Chicken, Devilled Beef"," Chili,  pepper, Rice, Dried fish,  Ginger,  Coconut,  garlic, Termeric powder, Dhal,  onion, Bitter gourd, curry leaves,  Chillies,  Chicken, Eggplant,  Potatoes, Gotu Kola, Beef,  Onion, cheese,  Oil,  Coconut milk,  Spices, Red rice, Sesame seed",4116.4,146.934,343.468,268.11400000000003,1479.8780000000002,830.14,8648.6,86313.938,31582.902,10582.312000000002,24.178,199.158
