date,admin1,admin2,market,latitude,longitude,category,commodity,unit,priceflag,pricetype,currency,price,usdprice
#date,#adm1+name,#adm2+name,#loc+market+name,#geo+lat,#geo+lon,#item+type,#item+name,#item+unit,#item+price+flag,#item+price+type,#currency,#value,#value+usd
2020-10-15,Western,Gampaha,Fish market-Negombo,7.21,79.8317,"meat, fish and eggs",Fish (sail fish),KG,actual,Retail,LKR,1066.0,5.7778
2020-10-15,Western,Gampaha,Fish market-Negombo,7.21,79.8317,"meat, fish and eggs",Fish (sail fish),KG,actual,Wholesale,LKR,894.0,4.8455
2020-10-15,Western,Gampaha,Fish market-Negombo,7.21,79.8317,"meat, fish and eggs",Fish (skipjack tuna),KG,actual,Retail,LKR,478.57,2.5939
2020-10-15,Western,Gampaha,Fish market-Negombo,7.21,79.8317,"meat, fish and eggs",Fish (skipjack tuna),KG,actual,Wholesale,LKR,370.0,2.0054
2020-10-15,Western,Gampaha,Fish market-Negombo,7.21,79.8317,"meat, fish and eggs",Fish (trenched sardinella),KG,actual,Retail,LKR,500.91,2.715
2020-10-15,Western,Gampaha,Fish market-Negombo,7.21,79.8317,"meat, fish and eggs",Fish (trenched sardinella),KG,actual,Wholesale,LKR,391.82,2.1237
2020-10-15,Western,Gampaha,Fish market-Negombo,7.21,79.8317,"meat, fish and eggs",Fish (yellowfin tuna),KG,actual,Retail,LKR,860.0,4.6612
2020-10-15,Western,Gampaha,Fish market-Negombo,7.21,79.8317,"meat, fish and eggs",Fish (yellowfin tuna),KG,actual,Wholesale,LKR,576.67,3.1256
2020-10-15,Western,Gampaha,Fish market-Peliyagoda,6.968332,79.888413,"meat, fish and eggs",Fish (goldstripe sardinella),KG,actual,Retail,LKR,213.64,1.1579
2020-10-15,Western,Gampaha,Fish market-Peliyagoda,6.968332,79.888413,"meat, fish and eggs",Fish (goldstripe sardinella),KG,actual,Wholesale,LKR,173.64,0.9411
2020-10-15,Western,Gampaha,Fish market-Peliyagoda,6.968332,79.888413,"meat, fish and eggs",Fish (jack),KG,actual,Retail,LKR,928.0,5.0298
2020-10-15,Western,Gampaha,Fish market-Peliyagoda,6.968332,79.888413,"meat, fish and eggs",Fish (jack),KG,actual,Wholesale,LKR,633.0,3.4309
2020-10-15,Western,Gampaha,Fish market-Peliyagoda,6.968332,79.888413,"meat, fish and eggs",Fish (sail fish),KG,actual,Retail,LKR,1043.75,5.6572
2020-10-15,Western,Gampaha,Fish market-Peliyagoda,6.968332,79.888413,"meat, fish and eggs",Fish (sail fish),KG,actual,Wholesale,LKR,875.0,4.7425
2020-10-15,Western,Gampaha,Fish market-Peliyagoda,6.968332,79.888413,"meat, fish and eggs",Fish (skipjack tuna),KG,actual,Retail,LKR,485.45,2.6312
2020-10-15,Western,Gampaha,Fish market-Peliyagoda,6.968332,79.888413,"meat, fish and eggs",Fish (skipjack tuna),KG,actual,Wholesale,LKR,385.45,2.0892
2020-10-15,Western,Gampaha,Fish market-Peliyagoda,6.968332,79.888413,"meat, fish and eggs",Fish (trenched sardinella),KG,actual,Retail,LKR,475.56,2.5775
2020-10-15,Western,Gampaha,Fish market-Peliyagoda,6.968332,79.888413,"meat, fish and eggs",Fish (trenched sardinella),KG,actual,Wholesale,LKR,375.56,2.0355
2020-10-15,Western,Gampaha,Fish market-Peliyagoda,6.968332,79.888413,"meat, fish and eggs",Fish (yellowfin tuna),KG,actual,Retail,LKR,910.91,4.9372
2020-10-15,Western,Gampaha,Fish market-Peliyagoda,6.968332,79.888413,"meat, fish and eggs",Fish (yellowfin tuna),KG,actual,Wholesale,LKR,606.36,3.2865
2020-11-15,Central,Matale,Economic Centre-Dambulla,7.866079,80.651746,cereals and tubers,Potatoes (local),KG,actual,Wholesale,LKR,230.0,1.2458
2020-11-15,Central,Matale,Economic Centre-Dambulla,7.866079,80.651746,pulses and nuts,Beans,KG,actual,Wholesale,LKR,220.0,1.1916
2020-11-15,Central,Matale,Economic Centre-Dambulla,7.866079,80.651746,vegetables and fruits,Cabbage,KG,actual,Wholesale,LKR,35.0,0.1896
2020-11-15,Central,Matale,Economic Centre-Dambulla,7.866079,80.651746,vegetables and fruits,Carrots,KG,actual,Wholesale,LKR,135.0,0.7312
2020-11-15,Central,Matale,Economic Centre-Dambulla,7.866079,80.651746,vegetables and fruits,Eggplants,KG,actual,Wholesale,LKR,110.0,0.5958
2020-11-15,Central,Matale,Economic Centre-Dambulla,7.866079,80.651746,vegetables and fruits,"Onions (red, local)",KG,actual,Wholesale,LKR,160.0,0.8667
2020-11-15,Central,Matale,Economic Centre-Dambulla,7.866079,80.651746,vegetables and fruits,Pumpkin,KG,actual,Wholesale,LKR,65.0,0.3521
2020-11-15,Central,Matale,Economic Centre-Dambulla,7.866079,80.651746,vegetables and fruits,Snake gourd,KG,actual,Wholesale,LKR,130.0,0.7042
2020-11-15,Central,Matale,Economic Centre-Dambulla,7.866079,80.651746,vegetables and fruits,Tomatoes,KG,actual,Wholesale,LKR,50.0,0.2708
2020-11-15,Western,Colombo,Colombo City,6.931944,79.847778,cereals and tubers,Rice (white),KG,actual,Retail,LKR,98.34,0.5327
2020-12-15,Central,Matale,Economic Centre-Dambulla,7.866079,80.651746,cereals and tubers,Potatoes (local),KG,actual,Wholesale,LKR,170.0,0.9106
2020-12-15,Central,Matale,Economic Centre-Dambulla,7.866079,80.651746,pulses and nuts,Beans,KG,actual,Wholesale,LKR,90.0,0.4821
2020-12-15,Central,Matale,Economic Centre-Dambulla,7.866079,80.651746,vegetables and fruits,Cabbage,KG,actual,Wholesale,LKR,20.0,0.1071
2020-12-15,Central,Matale,Economic Centre-Dambulla,7.866079,80.651746,vegetables and fruits,Carrots,KG,actual,Wholesale,LKR,100.0,0.5356
2020-12-15,Central,Matale,Economic Centre-Dambulla,7.866079,80.651746,vegetables and fruits,Eggplants,KG,actual,Wholesale,LKR,45.0,0.241
2020-12-15,Central,Matale,Economic Centre-Dambulla,7.866079,80.651746,vegetables and fruits,Pumpkin,KG,actual,Wholesale,LKR,70.0,0.3749
2020-12-15,Central,Matale,Economic Centre-Dambulla,7.866079,80.651746,vegetables and fruits,Snake gourd,KG,actual,Wholesale,LKR,75.0,0.4017
2020-12-15,Central,Matale,Economic Centre-Dambulla,7.866079,80.651746,vegetables and fruits,Tomatoes,KG,actual,Wholesale,LKR,85.0,0.4553
2020-12-15,Western,Colombo,Colombo City,6.931944,79.847778,cereals and tubers,Rice (white),KG,actual,Retail,LKR,101.5,0.5437
2020-12-15,Western,Colombo,Economic Centre-Pettah,6.934423,79.853116,pulses and nuts,Beans,KG,actual,Wholesale,LKR,150.0,0.8034
2020-12-15,Western,Colombo,Economic Centre-Pettah,6.934423,79.853116,vegetables and fruits,Cabbage,KG,actual,Wholesale,LKR,30.0,0.1607
2020-12-15,Western,Colombo,Economic Centre-Pettah,6.934423,79.853116,vegetables and fruits,Carrots,KG,actual,Wholesale,LKR,110.0,0.5892
2020-12-15,Western,Colombo,Economic Centre-Pettah,6.934423,79.853116,vegetables and fruits,Eggplants,KG,actual,Wholesale,LKR,65.0,0.3482
2020-12-15,Western,Colombo,Economic Centre-Pettah,6.934423,79.853116,vegetables and fruits,Pumpkin,KG,actual,Wholesale,LKR,70.0,0.3749
2020-12-15,Western,Colombo,Economic Centre-Pettah,6.934423,79.853116,vegetables and fruits,Snake gourd,KG,actual,Wholesale,LKR,110.0,0.5892
2020-12-15,Western,Colombo,Economic Centre-Pettah,6.934423,79.853116,vegetables and fruits,Tomatoes,KG,actual,Wholesale,LKR,110.0,0.5892
2021-01-15,Central,Matale,Economic Centre-Dambulla,7.866079,80.651746,pulses and nuts,Beans,KG,actual,Wholesale,LKR,125.0,0.6494
