commodity,market,unit,priceflag,pricetype,currency,lower_price,upper_price,price,scraped_content
Passion fruit,Colombo City,KG,actual,Retail,LKR,1335.6,1929.2,1632.4,"the retail price range in sri lanka rupee for passion fruit is between lkr 1,335.60 and lkr 1,929.20 per kilogram or between lkr 605.71 and lkr 874.92 per pound(lb) in colombo and jaffna."
Pasta,Colombo City,KG,actual,Retail,LKR,269.96,567.21,418.59,the retail price range in sri lanka rupee for pasta is between lkr 269.96 and lkr 567.21 per kilogram or between lkr 122.43 and lkr 257.24 per pound(lb) in colombo and jaffna.
Patagonian toothfish,Colombo City,KG,actual,Retail,LKR,1867.69,3212.43,2540.06,"the retail price range in sri lanka rupee for patagonian toothfish is between lkr 1,867.69 and lkr 3,212.43 per kilogram or between lkr 847.03 and lkr 1,456.88 per pound(lb) in colombo and jaffna."
Pawpaws (Papayas),Colombo City,KG,actual,Retail,LKR,146.65,850.55,498.6,the retail price range in sri lanka rupee for pawpaws (papayas) is between lkr 146.65 and lkr 850.55 per kilogram or between lkr 66.51 and lkr 385.74 per pound(lb) in colombo and jaffna.
Peaches,Colombo City,KG,actual,Retail,LKR,1029.0,1984.5,1506.75,"the retail price range in sri lanka rupee for peaches is between lkr 1,029.00 and lkr 1,984.50 per kilogram or between lkr 466.67 and lkr 900.00 per pound(lb) in colombo and jaffna."
Peanut (Groundnut) Oil,Colombo City,KG,actual,Retail,LKR,234.36,346.98,290.67,the retail price range in sri lanka rupee for peanut (groundnut) oil is between lkr 234.36 and lkr 346.98 per kilogram or between lkr 106.29 and lkr 157.36 per pound(lb) in colombo and jaffna.
Peanut (Groundnuts),Colombo City,KG,actual,Retail,LKR,384.84,740.08,562.46,the retail price range in sri lanka rupee for peanut (groundnuts) is between lkr 384.84 and lkr 740.08 per kilogram or between lkr 174.53 and lkr 335.64 per pound(lb) in colombo and jaffna.
Pears,Colombo City,KG,actual,Retail,LKR,106.22,165.23,135.72,the retail price range in sri lanka rupee for pears is between lkr 106.22 and lkr 165.23 per kilogram or between lkr 48.17 and lkr 74.93 per pound(lb) in colombo and jaffna.
Peas,Colombo City,KG,actual,Retail,LKR,201.7,266.95,234.32,the retail price range in sri lanka rupee for peas is between lkr 201.70 and lkr 266.95 per kilogram or between lkr 91.47 and lkr 121.07 per pound(lb) in colombo and jaffna.
Pecans,Colombo City,KG,actual,Retail,LKR,4727.08,6017.1,5372.09,"the retail price range in sri lanka rupee for pecans is between lkr 4,727.08 and lkr 6,017.10 per kilogram or between lkr 2,143.80 and lkr 2,728.84 per pound(lb) in colombo and jaffna."
Pepino (Melon pear),Colombo City,KG,actual,Retail,LKR,1046.98,1555.52,1301.25,"the retail price range in sri lanka rupee for pepino (melon pear) is between lkr 1,046.98 and lkr 1,555.52 per kilogram or between lkr 474.82 and lkr 705.45 per pound(lb) in colombo and jaffna."
Pepper,Colombo City,KG,actual,Retail,LKR,1024.91,1610.57,1317.74,"the retail price range in sri lanka rupee for pepper is between lkr 1,024.91 and lkr 1,610.57 per kilogram or between lkr 464.81 and lkr 730.42 per pound(lb) in colombo and jaffna."
Peppermint Oil,Colombo City,KG,actual,Retail,LKR,3327.58,12088.72,7708.15,"the retail price range in sri lanka rupee for peppermint oil is between lkr 3,327.58 and lkr 12,088.72 per kilogram or between lkr 1,509.11 and lkr 5,482.41 per pound(lb) in colombo and jaffna."
Peppers (various types),Colombo City,KG,actual,Retail,LKR,3020.0,4530.0,3775.0,"the retail price range in sri lanka rupee for peppers (various types) is between lkr 3,020.00 and lkr 4,530.00 per kilogram or between lkr 1,369.61 and lkr 2,054.42 per pound(lb) in colombo and jaffna."
Persimmon,Colombo City,KG,actual,Retail,LKR,750.46,1260.78,1005.62,"the retail price range in sri lanka rupee for persimmon is between lkr 750.46 and lkr 1,260.78 per kilogram or between lkr 340.35 and lkr 571.78 per pound(lb) in colombo and jaffna."
Persimmons,Colombo City,KG,actual,Retail,LKR,2348.8,3082.8,2715.8,"the retail price range in sri lanka rupee for persimmons is between lkr 2,348.80 and lkr 3,082.80 per kilogram or between lkr 1,065.22 and lkr 1,398.10 per pound(lb) in colombo and jaffna."
Piassava,Colombo City,KG,actual,Retail,LKR,227.24,530.22,378.73,the retail price range in sri lanka rupee for piassava is between lkr 227.24 and lkr 530.22 per kilogram or between lkr 103.06 and lkr 240.46 per pound(lb) in colombo and jaffna.
Pig Fat,Colombo City,KG,actual,Retail,LKR,112.48,192.4,152.44,the retail price range in sri lanka rupee for pig fat is between lkr 112.48 and lkr 192.40 per kilogram or between lkr 51.01 and lkr 87.26 per pound(lb) in colombo and jaffna.
Pigeon Peas,Colombo City,KG,actual,Retail,LKR,737.77,2213.31,1475.54,"the retail price range in sri lanka rupee for pigeon peas is between lkr 737.77 and lkr 2,213.31 per kilogram or between lkr 334.59 and lkr 1,003.77 per pound(lb) in colombo and jaffna."
Pine nuts,Colombo City,KG,actual,Retail,LKR,1934.0,2529.08,2231.54,"the retail price range in sri lanka rupee for pine nuts is between lkr 1,934.00 and lkr 2,529.08 per kilogram or between lkr 877.10 and lkr 1,146.97 per pound(lb) in colombo and jaffna."
Pineapple Juice,Colombo City,KG,actual,Retail,LKR,238.15,506.08,372.12,the retail price range in sri lanka rupee for pineapple juice is between lkr 238.15 and lkr 506.08 per kilogram or between lkr 108.01 and lkr 229.51 per pound(lb) in colombo and jaffna.
Pineapples,Colombo City,KG,actual,Retail,LKR,683.52,1139.19,911.36,"the retail price range in sri lanka rupee for pineapples is between lkr 683.52 and lkr 1,139.19 per kilogram or between lkr 309.98 and lkr 516.64 per pound(lb) in colombo and jaffna."
Pistachios,Colombo City,KG,actual,Retail,LKR,2604.27,8333.66,5468.97,"the retail price range in sri lanka rupee for pistachios is between lkr 2,604.27 and lkr 8,333.66 per kilogram or between lkr 1,181.07 and lkr 3,779.44 per pound(lb) in colombo and jaffna."
Plaice  Fish,Colombo City,KG,actual,Retail,LKR,1491.44,2476.64,1984.04,"the retail price range in sri lanka rupee for plaice  fish is between lkr 1,491.44 and lkr 2,476.64 per kilogram or between lkr 676.39 and lkr 1,123.19 per pound(lb) in colombo and jaffna."
Plantains,Colombo City,KG,actual,Retail,LKR,266.23,946.61,606.42,the retail price range in sri lanka rupee for plantains is between lkr 266.23 and lkr 946.61 per kilogram or between lkr 120.74 and lkr 429.30 per pound(lb) in colombo and jaffna.
Plums and Sloes,Colombo City,KG,actual,Retail,LKR,1772.12,2659.66,2215.89,"the retail price range in sri lanka rupee for plums and sloes is between lkr 1,772.12 and lkr 2,659.66 per kilogram or between lkr 803.68 and lkr 1,206.19 per pound(lb) in colombo and jaffna."
Pollock Fish,Colombo City,KG,actual,Retail,LKR,752.85,1204.55,978.7,"the retail price range in sri lanka rupee for pollock fish is between lkr 752.85 and lkr 1,204.55 per kilogram or between lkr 341.43 and lkr 546.28 per pound(lb) in colombo and jaffna."
Poppy Seeds,Colombo City,KG,actual,Retail,LKR,3229.29,6622.28,4925.78,"the retail price range in sri lanka rupee for poppy seeds is between lkr 3,229.29 and lkr 6,622.28 per kilogram or between lkr 1,464.53 and lkr 3,003.30 per pound(lb) in colombo and jaffna."
Poppy Straw,Colombo City,KG,actual,Retail,LKR,199.96,264.66,232.31,the retail price range in sri lanka rupee for poppy straw is between lkr 199.96 and lkr 264.66 per kilogram or between lkr 90.69 and lkr 120.03 per pound(lb) in colombo and jaffna.
Pork,Colombo City,KG,actual,Retail,LKR,917.52,1358.17,1137.85,"the retail price range in sri lanka rupee for pork is between lkr 917.52 and lkr 1,358.17 per kilogram or between lkr 416.11 and lkr 615.95 per pound(lb) in colombo and jaffna."
Potato Flour,Colombo City,KG,actual,Retail,LKR,2721.35,4196.05,3458.7,"the retail price range in sri lanka rupee for potato flour is between lkr 2,721.35 and lkr 4,196.05 per kilogram or between lkr 1,234.17 and lkr 1,902.97 per pound(lb) in colombo and jaffna."
Potato starch,Colombo City,KG,actual,Retail,LKR,181.07,256.52,218.79,the retail price range in sri lanka rupee for potato starch is between lkr 181.07 and lkr 256.52 per kilogram or between lkr 82.12 and lkr 116.33 per pound(lb) in colombo and jaffna.
Potatoes,Colombo City,KG,actual,Retail,LKR,166.5,502.48,334.49,the retail price range in sri lanka rupee for potatoes is between lkr 166.50 and lkr 502.48 per kilogram or between lkr 75.51 and lkr 227.88 per pound(lb) in colombo and jaffna.
Prunes,Colombo City,KG,actual,Retail,LKR,3070.4,4712.0,3891.2,"the retail price range in sri lanka rupee for prunes is between lkr 3,070.40 and lkr 4,712.00 per kilogram or between lkr 1,392.47 and lkr 2,136.96 per pound(lb) in colombo and jaffna."
"Pumpkins, squash and gourds",Colombo City,KG,actual,Retail,LKR,134.29,746.08,440.19,"the retail price range in sri lanka rupee for pumpkins, squash and gourds is between lkr 134.29 and lkr 746.08 per kilogram or between lkr 60.90 and lkr 338.36 per pound(lb) in colombo and jaffna."
Pyrethrum Extracts,Colombo City,KG,actual,Retail,LKR,1485.08,2970.15,2227.61,"the retail price range in sri lanka rupee for pyrethrum extracts is between lkr 1,485.08 and lkr 2,970.15 per kilogram or between lkr 673.50 and lkr 1,347.01 per pound(lb) in colombo and jaffna."
Quinces,Colombo City,KG,actual,Retail,LKR,232.49,365.35,298.92,the retail price range in sri lanka rupee for quinces is between lkr 232.49 and lkr 365.35 per kilogram or between lkr 105.44 and lkr 165.69 per pound(lb) in colombo and jaffna.
Quinoa flour,Colombo City,KG,actual,Retail,LKR,2257.85,2483.63,2370.74,"the retail price range in sri lanka rupee for quinoa flour is between lkr 2,257.85 and lkr 2,483.63 per kilogram or between lkr 1,023.97 and lkr 1,126.36 per pound(lb) in colombo and jaffna."
Quinoa,Colombo City,KG,actual,Retail,LKR,1345.15,2591.66,1968.4,"the retail price range in sri lanka rupee for quinoa is between lkr 1,345.15 and lkr 2,591.66 per kilogram or between lkr 610.05 and lkr 1,175.36 per pound(lb) in colombo and jaffna."
Quorn,Colombo City,KG,actual,Retail,LKR,2959.38,5918.77,4439.08,"the retail price range in sri lanka rupee for quorn is between lkr 2,959.38 and lkr 5,918.77 per kilogram or between lkr 1,342.12 and lkr 2,684.25 per pound(lb) in colombo and jaffna."
Rabbit Meat,Colombo City,KG,actual,Retail,LKR,3214.25,4461.78,3838.01,"the retail price range in sri lanka rupee for rabbit meat is between lkr 3,214.25 and lkr 4,461.78 per kilogram or between lkr 1,457.71 and lkr 2,023.49 per pound(lb) in colombo and jaffna."
Radicchio,Colombo City,KG,actual,Retail,LKR,1206.77,1810.15,1508.46,"the retail price range in sri lanka rupee for radicchio is between lkr 1,206.77 and lkr 1,810.15 per kilogram or between lkr 547.29 and lkr 820.93 per pound(lb) in colombo and jaffna."
Raffia fiber,Colombo City,KG,actual,Retail,LKR,75.45,135.82,105.63,the retail price range in sri lanka rupee for raffia fiber is between lkr 75.45 and lkr 135.82 per kilogram or between lkr 34.22 and lkr 61.59 per pound(lb) in colombo and jaffna.
Rambutan,Colombo City,KG,actual,Retail,LKR,742.46,1069.14,905.8,"the retail price range in sri lanka rupee for rambutan is between lkr 742.46 and lkr 1,069.14 per kilogram or between lkr 336.72 and lkr 484.87 per pound(lb) in colombo and jaffna."
Rapeseeds (Canola),Colombo City,KG,actual,Retail,LKR,711.95,949.27,830.61,the retail price range in sri lanka rupee for rapeseeds (canola) is between lkr 711.95 and lkr 949.27 per kilogram or between lkr 322.88 and lkr 430.51 per pound(lb) in colombo and jaffna.
"Raspberries, blackberries, mulberries and log",Colombo City,KG,actual,Retail,LKR,1340.72,4469.08,2904.9,"the retail price range in sri lanka rupee for raspberries, blackberries, mulberries and log is between lkr 1,340.72 and lkr 4,469.08 per kilogram or between lkr 608.04 and lkr 2,026.79 per pound(lb) in colombo and jaffna."
Rattans,Colombo City,KG,actual,Retail,LKR,220.22,1468.15,844.19,"the retail price range in sri lanka rupee for rattans is between lkr 220.22 and lkr 1,468.15 per kilogram or between lkr 99.87 and lkr 665.83 per pound(lb) in colombo and jaffna."
Raw Hides & Skins,Colombo City,KG,actual,Retail,LKR,7351.54,10292.15,8821.84,"the retail price range in sri lanka rupee for raw hides & skins is between lkr 7,351.54 and lkr 10,292.15 per kilogram or between lkr 3,334.03 and lkr 4,667.64 per pound(lb) in colombo and jaffna."
Red (Adzuki) Beans,Colombo City,KG,actual,Retail,LKR,213.74,591.46,402.6,the retail price range in sri lanka rupee for red (adzuki) beans is between lkr 213.74 and lkr 591.46 per kilogram or between lkr 96.94 and lkr 268.23 per pound(lb) in colombo and jaffna.
Redcurrants and gooseberries,Colombo City,KG,actual,Retail,LKR,1025.02,1387.49,1206.26,"the retail price range in sri lanka rupee for redcurrants and gooseberries is between lkr 1,025.02 and lkr 1,387.49 per kilogram or between lkr 464.86 and lkr 629.25 per pound(lb) in colombo and jaffna."
Resinoids,Colombo City,KG,actual,Retail,LKR,149.97,2399.51,1274.74,"the retail price range in sri lanka rupee for resinoids is between lkr 149.97 and lkr 2,399.51 per kilogram or between lkr 68.01 and lkr 1,088.21 per pound(lb) in colombo and jaffna."
Rice flour,Colombo City,KG,actual,Retail,LKR,89.62,149.37,119.5,the retail price range in sri lanka rupee for rice flour is between lkr 89.62 and lkr 149.37 per kilogram or between lkr 40.64 and lkr 67.74 per pound(lb) in colombo and jaffna.
Rice,Colombo City,KG,actual,Retail,LKR,205.92,557.21,381.56,the retail price range in sri lanka rupee for rice is between lkr 205.92 and lkr 557.21 per kilogram or between lkr 93.39 and lkr 252.70 per pound(lb) in colombo and jaffna.
Roses,Colombo City,KG,actual,Retail,LKR,3441.75,10627.15,7034.45,"the retail price range in sri lanka rupee for roses is between lkr 3,441.75 and lkr 10,627.15 per kilogram or between lkr 1,560.88 and lkr 4,819.57 per pound(lb) in colombo and jaffna."
Roses,Colombo City,KG,actual,Retail,LKR,2358.4,4716.8,3537.6,"the retail price range in sri lanka rupee for roses  is between lkr 2,358.40 and lkr 4,716.80 per kilogram or between lkr 1,069.57 and lkr 2,139.14 per pound(lb) in colombo and jaffna."
Rum,Colombo City,KG,actual,Retail,LKR,4120.31,6180.46,5150.39,"the retail price range in sri lanka rupee for rum is between lkr 4,120.31 and lkr 6,180.46 per kilogram or between lkr 1,868.62 and lkr 2,802.93 per pound(lb) in colombo and jaffna."
Rutabagas,Colombo City,KG,actual,Retail,LKR,384.8,828.8,606.8,the retail price range in sri lanka rupee for rutabagas is between lkr 384.80 and lkr 828.80 per kilogram or between lkr 174.51 and lkr 375.87 per pound(lb) in colombo and jaffna.
Rye flour,Colombo City,KG,actual,Retail,LKR,2990.62,7185.88,5088.25,"the retail price range in sri lanka rupee for rye flour is between lkr 2,990.62 and lkr 7,185.88 per kilogram or between lkr 1,356.29 and lkr 3,258.90 per pound(lb) in colombo and jaffna."
Rye,Colombo City,KG,actual,Retail,LKR,2543.98,7183.02,4863.5,"the retail price range in sri lanka rupee for rye is between lkr 2,543.98 and lkr 7,183.02 per kilogram or between lkr 1,153.73 and lkr 3,257.60 per pound(lb) in colombo and jaffna."
Ryegrass Seeds,Colombo City,KG,actual,Retail,LKR,2389.16,3155.49,2772.32,"the retail price range in sri lanka rupee for ryegrass seeds is between lkr 2,389.16 and lkr 3,155.49 per kilogram or between lkr 1,083.52 and lkr 1,431.06 per pound(lb) in colombo and jaffna."
Safflower,Colombo City,KG,actual,Retail,LKR,1341.28,1937.4,1639.34,"the retail price range in sri lanka rupee for safflower is between lkr 1,341.28 and lkr 1,937.40 per kilogram or between lkr 608.29 and lkr 878.64 per pound(lb) in colombo and jaffna."
Saffron,Colombo City,KG,actual,Retail,LKR,7440.0,16368.0,11904.0,"the retail price range in sri lanka rupee for saffron is between lkr 7,440.00 and lkr 16,368.00 per kilogram or between lkr 3,374.15 and lkr 7,423.13 per pound(lb) in colombo and jaffna."
Salmon,Colombo City,KG,actual,Retail,LKR,376.79,880.16,628.48,the retail price range in sri lanka rupee for salmon is between lkr 376.79 and lkr 880.16 per kilogram or between lkr 170.88 and lkr 399.17 per pound(lb) in colombo and jaffna.
Sapodilla,Colombo City,KG,actual,Retail,LKR,3181.66,4545.23,3863.44,"the retail price range in sri lanka rupee for sapodilla is between lkr 3,181.66 and lkr 4,545.23 per kilogram or between lkr 1,442.93 and lkr 2,061.33 per pound(lb) in colombo and jaffna."
Sardines,Colombo City,KG,actual,Retail,LKR,148.23,444.69,296.46,the retail price range in sri lanka rupee for sardines is between lkr 148.23 and lkr 444.69 per kilogram or between lkr 67.22 and lkr 201.67 per pound(lb) in colombo and jaffna.
Sausages,Colombo City,KG,actual,Retail,LKR,302.64,1023.64,663.14,"the retail price range in sri lanka rupee for sausages is between lkr 302.64 and lkr 1,023.64 per kilogram or between lkr 137.25 and lkr 464.24 per pound(lb) in colombo and jaffna."
Scallops,Colombo City,KG,actual,Retail,LKR,2952.62,3838.4,3395.51,"the retail price range in sri lanka rupee for scallops is between lkr 2,952.62 and lkr 3,838.40 per kilogram or between lkr 1,339.05 and lkr 1,740.77 per pound(lb) in colombo and jaffna."
Sea Bass,Colombo City,KG,actual,Retail,LKR,3216.06,4239.35,3727.7,"the retail price range in sri lanka rupee for sea bass is between lkr 3,216.06 and lkr 4,239.35 per kilogram or between lkr 1,458.53 and lkr 1,922.61 per pound(lb) in colombo and jaffna."
Sea Bream,Colombo City,KG,actual,Retail,LKR,3299.03,8702.35,6000.69,"the retail price range in sri lanka rupee for sea bream is between lkr 3,299.03 and lkr 8,702.35 per kilogram or between lkr 1,496.16 and lkr 3,946.64 per pound(lb) in colombo and jaffna."
Sea Cucumber,Colombo City,KG,actual,Retail,LKR,17747.08,29578.46,23662.77,"the retail price range in sri lanka rupee for sea cucumber is between lkr 17,747.08 and lkr 29,578.46 per kilogram or between lkr 8,048.56 and lkr 13,414.27 per pound(lb) in colombo and jaffna."
Sea Cucumbers,Colombo City,KG,actual,Retail,LKR,2248.85,2548.69,2398.77,"the retail price range in sri lanka rupee for sea cucumbers is between lkr 2,248.85 and lkr 2,548.69 per kilogram or between lkr 1,019.88 and lkr 1,155.87 per pound(lb) in colombo and jaffna."
Sea Urchins,Colombo City,KG,actual,Retail,LKR,270.86,1336.24,803.55,"the retail price range in sri lanka rupee for sea urchins is between lkr 270.86 and lkr 1,336.24 per kilogram or between lkr 122.84 and lkr 606.00 per pound(lb) in colombo and jaffna."
Seaweed,Colombo City,KG,actual,Retail,LKR,594.83,2081.91,1338.37,"the retail price range in sri lanka rupee for seaweed is between lkr 594.83 and lkr 2,081.91 per kilogram or between lkr 269.76 and lkr 944.18 per pound(lb) in colombo and jaffna."
Seed Potatoes,Colombo City,KG,actual,Retail,LKR,226.36,377.27,301.81,the retail price range in sri lanka rupee for seed potatoes is between lkr 226.36 and lkr 377.27 per kilogram or between lkr 102.66 and lkr 171.10 per pound(lb) in colombo and jaffna.
Seitan,Colombo City,KG,actual,Retail,LKR,3519.51,4399.38,3959.45,"the retail price range in sri lanka rupee for seitan is between lkr 3,519.51 and lkr 4,399.38 per kilogram or between lkr 1,596.15 and lkr 1,995.19 per pound(lb) in colombo and jaffna."
Sesame oil,Colombo City,KG,actual,Retail,LKR,609.79,2291.25,1450.52,"the retail price range in sri lanka rupee for sesame oil is between lkr 609.79 and lkr 2,291.25 per kilogram or between lkr 276.55 and lkr 1,039.11 per pound(lb) in colombo and jaffna."
Sesame Seeds,Colombo City,KG,actual,Retail,LKR,180.35,601.17,390.76,the retail price range in sri lanka rupee for sesame seeds is between lkr 180.35 and lkr 601.17 per kilogram or between lkr 81.79 and lkr 272.64 per pound(lb) in colombo and jaffna.
Shark Fins,Colombo City,KG,actual,Retail,LKR,10344.92,19212.0,14778.46,"the retail price range in sri lanka rupee for shark fins is between lkr 10,344.92 and lkr 19,212.00 per kilogram or between lkr 4,691.58 and lkr 8,712.93 per pound(lb) in colombo and jaffna."
Shea Nuts,Colombo City,KG,actual,Retail,LKR,1119.12,1939.8,1529.46,"the retail price range in sri lanka rupee for shea nuts is between lkr 1,119.12 and lkr 1,939.80 per kilogram or between lkr 507.54 and lkr 879.73 per pound(lb) in colombo and jaffna."
Shrimps & Prawns,Colombo City,KG,actual,Retail,LKR,2602.91,3685.02,3143.97,"the retail price range in sri lanka rupee for shrimps & prawns is between lkr 2,602.91 and lkr 3,685.02 per kilogram or between lkr 1,180.46 and lkr 1,671.21 per pound(lb) in colombo and jaffna."
Side Bacon,Colombo City,KG,actual,Retail,LKR,1648.03,3023.86,2335.95,"the retail price range in sri lanka rupee for side bacon is between lkr 1,648.03 and lkr 3,023.86 per kilogram or between lkr 747.41 and lkr 1,371.37 per pound(lb) in colombo and jaffna."
Skate Fish,Colombo City,KG,actual,Retail,LKR,3664.13,4906.11,4285.12,"the retail price range in sri lanka rupee for skate fish is between lkr 3,664.13 and lkr 4,906.11 per kilogram or between lkr 1,661.74 and lkr 2,224.99 per pound(lb) in colombo and jaffna."
Snails,Colombo City,KG,actual,Retail,LKR,148.28,3039.68,1593.98,"the retail price range in sri lanka rupee for snails is between lkr 148.28 and lkr 3,039.68 per kilogram or between lkr 67.25 and lkr 1,378.54 per pound(lb) in colombo and jaffna."
Snap peas,Colombo City,KG,actual,Retail,LKR,2187.08,2456.72,2321.9,"the retail price range in sri lanka rupee for snap peas is between lkr 2,187.08 and lkr 2,456.72 per kilogram or between lkr 991.87 and lkr 1,114.16 per pound(lb) in colombo and jaffna."
Snow peas,Colombo City,KG,actual,Retail,LKR,1054.95,1657.78,1356.37,"the retail price range in sri lanka rupee for snow peas is between lkr 1,054.95 and lkr 1,657.78 per kilogram or between lkr 478.44 and lkr 751.83 per pound(lb) in colombo and jaffna."
Sole Fish,Colombo City,KG,actual,Retail,LKR,956.55,1943.0,1449.78,"the retail price range in sri lanka rupee for sole fish is between lkr 956.55 and lkr 1,943.00 per kilogram or between lkr 433.81 and lkr 881.18 per pound(lb) in colombo and jaffna."
Sorghum Floor,Colombo City,KG,actual,Retail,LKR,221.54,369.23,295.38,the retail price range in sri lanka rupee for sorghum floor is between lkr 221.54 and lkr 369.23 per kilogram or between lkr 100.47 and lkr 167.45 per pound(lb) in colombo and jaffna.
Sorghum,Colombo City,KG,actual,Retail,LKR,249.2,360.3,304.75,the retail price range in sri lanka rupee for sorghum is between lkr 249.20 and lkr 360.30 per kilogram or between lkr 113.02 and lkr 163.40 per pound(lb) in colombo and jaffna.
Soya Bean Flour,Colombo City,KG,actual,Retail,LKR,1234.27,1496.0,1365.13,"the retail price range in sri lanka rupee for soya bean flour is between lkr 1,234.27 and lkr 1,496.00 per kilogram or between lkr 559.76 and lkr 678.46 per pound(lb) in colombo and jaffna."
Soya Beans,Colombo City,KG,actual,Retail,LKR,147.18,220.78,183.98,the retail price range in sri lanka rupee for soya beans is between lkr 147.18 and lkr 220.78 per kilogram or between lkr 66.75 and lkr 100.13 per pound(lb) in colombo and jaffna.
Soya Sauce,Colombo City,KG,actual,Retail,LKR,55.86,232.26,144.06,the retail price range in sri lanka rupee for soya sauce is between lkr 55.86 and lkr 232.26 per kilogram or between lkr 25.33 and lkr 105.33 per pound(lb) in colombo and jaffna.
Soyabean oil,Colombo City,KG,actual,Retail,LKR,147.18,220.78,183.98,the retail price range in sri lanka rupee for soyabean oil is between lkr 147.18 and lkr 220.78 per kilogram or between lkr 66.75 and lkr 100.13 per pound(lb) in colombo and jaffna.
Spaghetti squash,Colombo City,KG,actual,Retail,LKR,1657.45,2410.83,2034.14,"the retail price range in sri lanka rupee for spaghetti squash is between lkr 1,657.45 and lkr 2,410.83 per kilogram or between lkr 751.68 and lkr 1,093.35 per pound(lb) in colombo and jaffna."
Spelt flour,Colombo City,KG,actual,Retail,LKR,2518.88,3111.55,2815.22,"the retail price range in sri lanka rupee for spelt flour is between lkr 2,518.88 and lkr 3,111.55 per kilogram or between lkr 1,142.35 and lkr 1,411.14 per pound(lb) in colombo and jaffna."
Spelt,Colombo City,KG,actual,Retail,LKR,223.64,372.73,298.19,the retail price range in sri lanka rupee for spelt is between lkr 223.64 and lkr 372.73 per kilogram or between lkr 101.42 and lkr 169.04 per pound(lb) in colombo and jaffna.
Spinach,Colombo City,KG,actual,Retail,LKR,1635.28,2378.58,2006.93,"the retail price range in sri lanka rupee for spinach is between lkr 1,635.28 and lkr 2,378.58 per kilogram or between lkr 741.62 and lkr 1,078.72 per pound(lb) in colombo and jaffna."
Spiny Dogfish,Colombo City,KG,actual,Retail,LKR,851.54,1216.49,1034.01,"the retail price range in sri lanka rupee for spiny dogfish is between lkr 851.54 and lkr 1,216.49 per kilogram or between lkr 386.19 and lkr 551.70 per pound(lb) in colombo and jaffna."
Star fruit (Carambola),Colombo City,KG,actual,Retail,LKR,967.6,1414.18,1190.89,"the retail price range in sri lanka rupee for star fruit (carambola) is between lkr 967.60 and lkr 1,414.18 per kilogram or between lkr 438.82 and lkr 641.35 per pound(lb) in colombo and jaffna."
Strawberries,Colombo City,KG,actual,Retail,LKR,878.97,2348.81,1613.89,"the retail price range in sri lanka rupee for strawberries is between lkr 878.97 and lkr 2,348.81 per kilogram or between lkr 398.62 and lkr 1,065.22 per pound(lb) in colombo and jaffna."
Sugar beet seeds,Colombo City,KG,actual,Retail,LKR,747.31,2032.68,1389.99,"the retail price range in sri lanka rupee for sugar beet seeds is between lkr 747.31 and lkr 2,032.68 per kilogram or between lkr 338.92 and lkr 921.85 per pound(lb) in colombo and jaffna."
Sugar Beet,Colombo City,KG,actual,Retail,LKR,202.56,402.19,302.38,the retail price range in sri lanka rupee for sugar beet is between lkr 202.56 and lkr 402.19 per kilogram or between lkr 91.87 and lkr 182.40 per pound(lb) in colombo and jaffna.
Sugar,Colombo City,KG,actual,Retail,LKR,355.64,1185.48,770.56,"the retail price range in sri lanka rupee for sugar is between lkr 355.64 and lkr 1,185.48 per kilogram or between lkr 161.29 and lkr 537.63 per pound(lb) in colombo and jaffna."
Sugarcane,Colombo City,KG,actual,Retail,LKR,271.27,421.98,346.62,the retail price range in sri lanka rupee for sugarcane is between lkr 271.27 and lkr 421.98 per kilogram or between lkr 123.03 and lkr 191.37 per pound(lb) in colombo and jaffna.
Sunflower Oil,Colombo City,KG,actual,Retail,LKR,143.36,188.17,165.76,the retail price range in sri lanka rupee for sunflower oil is between lkr 143.36 and lkr 188.17 per kilogram or between lkr 65.02 and lkr 85.34 per pound(lb) in colombo and jaffna.
Sunflower Seeds,Colombo City,KG,actual,Retail,LKR,744.23,1488.46,1116.35,"the retail price range in sri lanka rupee for sunflower seeds is between lkr 744.23 and lkr 1,488.46 per kilogram or between lkr 337.52 and lkr 675.04 per pound(lb) in colombo and jaffna."
Sweet corn,Colombo City,KG,actual,Retail,LKR,658.87,1317.74,988.31,"the retail price range in sri lanka rupee for sweet corn is between lkr 658.87 and lkr 1,317.74 per kilogram or between lkr 298.81 and lkr 597.61 per pound(lb) in colombo and jaffna."
Sweet Potatoes,Colombo City,KG,actual,Retail,LKR,299.32,748.31,523.81,the retail price range in sri lanka rupee for sweet potatoes is between lkr 299.32 and lkr 748.31 per kilogram or between lkr 135.75 and lkr 339.37 per pound(lb) in colombo and jaffna.
Sweetcorn,Colombo City,KG,actual,Retail,LKR,736.31,1325.35,1030.83,"the retail price range in sri lanka rupee for sweetcorn is between lkr 736.31 and lkr 1,325.35 per kilogram or between lkr 333.93 and lkr 601.07 per pound(lb) in colombo and jaffna."
Swiss chard,Colombo City,KG,actual,Retail,LKR,1050.29,1583.04,1316.66,"the retail price range in sri lanka rupee for swiss chard is between lkr 1,050.29 and lkr 1,583.04 per kilogram or between lkr 476.32 and lkr 717.93 per pound(lb) in colombo and jaffna."
Swordfish,Colombo City,KG,actual,Retail,LKR,3851.44,10670.76,7261.1,"the retail price range in sri lanka rupee for swordfish is between lkr 3,851.44 and lkr 10,670.76 per kilogram or between lkr 1,746.68 and lkr 4,839.35 per pound(lb) in colombo and jaffna."
