Main Meal,Side Meal,Complete Meal,Ingredients,Quantities,Meal_Ingredient_Ids,Energy(Kcal),Protein(g),Total fat(g),Carbohydrates(g),Total Dietary Fibre(g),Vitamin A(µg),Vitamin D(µg),Viatmin K(µg),Vitamin E(mg),Calcium(mg),Phosphorus(mg),Magnesium(mg),Sodium(mg),Potassium(mg),Saturated Fatty Acids(mg),Monounsaturated Fatty Acids(mg),Polyunsaturated Fatty Acids(mg),Free sugar(g),Starch(g)
Vegetable Fried Rice,"Devilled Chicken, Tapioca Chips, Ginger Chicken","Vegetable Fried Rice with Devilled Chicken, Tapioca Chips, Ginger Chicken","Rice, carrot, leeks, onion,  Spices, curry leaves, Chicken,  Chili,  Curry leaves, Onion, Tapioca,  Oil,  Salt,  chillies,  Ginger,  Chillies","300.0, 60.0, 60.0, 15.0, 9.0, 7.5, 200.0, 15.0, 30.0, 60.0, 100.0, 40.0, 20.0, 20.0, 25.0, 10.0","SLA008, SLB002, SLD055, SLD060, SLK006, SLK009, SLH006, SLK002, SLB011,  SLJ002,  SLK002, SLK012",3357.0,177.63000000000002,96.87,414.48,274.8,8193.36,419.88,2105.4,19.05,4735.47,2848.709999999999,2434.05,587.28,13176.0,10008.75,36765.479999999996,15130.23,36.269999999999996,333.92999999999995
Vegetable Fried Rice,"Chicken Curry, Ala Badun, Fish Cutlets","Vegetable Fried Rice with Chicken Curry, Ala Badun, Fish Cutlets","Rice, carrot, leeks, onion,  Spices, curry leaves, Chicken,  Coconut milk, Potato,  Oil, chilli, Fish,  Potatoes,  Chillies","300.0, 60.0, 60.0, 75.0, 24.0, 7.5, 120.0, 30.0, 80.0, 20.0, 10.0, 30.0, 50.0, 10.0","SLA008, SLB002, SLD055, SLD060, SLK006, SLK009, SLH006, SLI005, SLB006, SLJ002, SLF034,  SLB006,  SLK002",6828.0,241.86,592.05,389.82,286.11,8077.080000000001,395.07,1968.15,37.769999999999996,4814.9400000000005,3805.4399999999996,2477.7900000000004,831.75,14520.0,143391.24,49933.829999999994,17316.18,43.080000000000005,305.09999999999997
Vegetable Fried Rice,"Devilled Fish, Cashew Curry, Vegetable Cutlets","Vegetable Fried Rice with Devilled Fish, Cashew Curry, Vegetable Cutlets","Rice, carrot, leeks, onion,  Spices, curry leaves, Fish,  Chili,  Curry leaves, Onion, Cashew,  Coconut milk,  Chillies, Carrot,  Potatoes","300.0, 60.0, 60.0, 15.0, 9.0, 7.5, 150.0, 15.0, 15.0, 60.0, 100.0, 50.0, 30.0, 30.0, 40.0","SLA008, SLB002, SLD055, SLD060, SLK006, SLK009, SLF006, SLK002, SLI004,  SLI005,  SLB006,  SLK002",4167.0,154.17000000000002,201.63,408.87,259.47,8127.66,418.71,1930.98,21.449999999999996,4670.88,3655.02,2938.5299999999997,455.4,12174.0,29786.28,118113.51,34769.369999999995,35.16,337.04999999999995
Vegetable Fried Rice,"Wambatu Moju, Fish Cutlets, Ginger Chicken","Vegetable Fried Rice with Wambatu Moju, Fish Cutlets, Ginger Chicken","Rice, carrot, leeks, onion,  Spices, curry leaves, Eggplant,  Vinegar, tomato sause, Fish,  Potatoes,  Chillies, Chicken,  Ginger","300.0, 60.0, 60.0, 30.0, 9.0, 7.5, 60.0, 1.5, 15.0, 60.0, 100.0, 30.0, 50.0, 25.0","SLA008, SLB002, SLD055, SLD060, SLK006, SLK009, SLD019, SLI017, , SLD082, SLF034,  SLB006,  SLK002, SLH006, SLK012, SLK002",3642.0,236.37000000000003,108.09,384.09000000000003,277.05,8323.62,423.21000000000004,2525.97,24.36,4887.870000000001,3495.87,2551.17,847.5600000000001,14745.0,15336.150000000001,39368.03999999999,17180.37,35.67,293.09999999999997
Vegetable Fried Rice,"Devilled Chicken, Vegetable Cutlets, potatoe cheese Balls","Vegetable Fried Rice with Devilled Chicken, Vegetable Cutlets, potatoe cheese Balls","Rice, carrot, leeks, onion,  Spices, curry leaves, Chicken,  Chili,  Curry leaves, Onion, Carrot,  Potatoes,  Chillies, cheese,  pepper","300.0, 60.0, 60.0, 15.0, 9.0, 7.5, 150.0, 15.0, 30.0, 60.0, 60.0, 140.0, 20.0, 30.0, 10.0","SLA008, SLB002, SLD055, SLD060, SLK006, SLK009, SLH006, SLK002,  SLB006,  SLK002, SLG002,  SLK018",4095.0,227.43000000000004,178.68,368.46,246.75,8742.3,407.37,2019.72,17.49,6543.06,4243.0199999999995,2183.07,4431.839999999999,11145.0,9161.28,36522.509999999995,13820.369999999999,25.77,276.71999999999997
Vegetable Fried Rice,"Chicken Curry, Tapioca Chips, Vegetable Balls","Vegetable Fried Rice with Chicken Curry, Tapioca Chips, Vegetable Balls","Rice, carrot, leeks, onion,  Spices, curry leaves, Chicken,  Coconut milk, Tapioca,  Oil,  Salt,  chillies, Carrot,  leeks,  Jackfruit","300.0, 60.0, 60.0, 15.0, 24.0, 7.5, 120.0, 30.0, 100.0, 40.0, 20.0, 20.0, 30.0, 50.0, 10.0","SLA008, SLB002, SLD055, SLD060, SLK006, SLK009, SLH006, SLI005, SLB011,  SLJ002,  SLK002,  SLD055,  SLD049,  SLB006,  SLK018",3837.0,185.97000000000003,281.72999999999996,397.29,295.2,8033.820000000001,394.89,1957.95,33.12,4714.650000000001,3133.2299999999996,2384.7900000000004,594.3,12768.0,138042.75,47423.729999999996,15616.23,48.63,316.67999999999995
Vegetable Fried Rice,"Parippu, Chicken Curry, Green Pea Curry","Vegetable Fried Rice with Parippu, Chicken Curry, Green Pea Curry","Rice, carrot, leeks, onion,  Spices, curry leaves, Dhal,  Coconut milk, Termeric powder, Chicken, Green pea,  Chillies","300.0, 60.0, 60.0, 15.0, 19.0, 7.5, 30.0, 75.0, 15.0, 80.0, 50.0, 10.0","SLA008, SLB002, SLD055, SLD060, SLK006, SLK009, SLC009, SLI005, SLK019, SLH006, SLC007,  SLI005, SLK002",6390.0,347.60999999999996,303.66,808.2,442.2600000000001,8237.37,471.96,2116.71,44.309999999999995,5466.750000000001,6004.0199999999995,3776.2200000000003,717.0300000000001,26187.0,144425.46,49037.579999999994,25490.37,56.58,671.8199999999999
Vegetable Fried Rice,"potatoe cheese Balls, Vegetable Balls, Ginger Chicken","Vegetable Fried Rice with potatoe cheese Balls, Vegetable Balls, Ginger Chicken","Rice, carrot, leeks, onion,  Spices, curry leaves, cheese,  Potatoes,  pepper, Carrot,  leeks,  Jackfruit, Chicken","300.0, 60.0, 60.0, 15.0, 9.0, 7.5, 90.0, 230.0, 55.0, 60.0, 100.0, 20.0, 10.0","SLA008, SLB002, SLD055, SLD060, SLK006, SLK009, SLG002,  SLB006,  SLK018,  SLD055,  SLD049, SLH006, SLK012, SLK002",4263.0,234.12000000000003,181.11,396.75,260.55,8787.359999999999,419.49,2105.4,18.54,6605.13,4382.009999999999,2362.86,4467.029999999999,12348.0,9833.28,36735.84,14879.369999999999,29.7,288.21
Vegetable Fried Rice,"Chicken Curry, Chicken Curry, potatoe cheese Balls","Vegetable Fried Rice with Chicken Curry, Chicken Curry, potatoe cheese Balls","Rice, carrot, leeks, onion,  Spices, curry leaves, Chicken,  Coconut milk, cheese,  Potatoes,  pepper","300.0, 60.0, 60.0, 15.0, 34.0, 7.5, 200.0, 50.0, 30.0, 60.0, 10.0","SLA008, SLB002, SLD055, SLD060, SLK006, SLK009, SLH006, SLI005, SLG002,  SLB006,  SLK018",4743.0,242.46000000000004,365.96999999999997,379.56,280.95,8627.82,394.5,1957.95,32.61,6584.31,4666.53,2313.6000000000004,4474.049999999999,11940.0,137867.28,47394.09,15365.369999999999,42.06,270.96
Vegetable Fried Rice,"Chicken Curry, Parippu, Ginger Chicken","Vegetable Fried Rice with Chicken Curry, Parippu, Ginger Chicken","Rice, carrot, leeks, onion,  Spices, curry leaves, Chicken,  Coconut milk, Dhal, Termeric powder,  Ginger,  Chillies","300.0, 60.0, 60.0, 15.0, 24.0, 7.5, 170.0, 50.0, 20.0, 10.0, 25.0, 10.0","SLA008, SLB002, SLD055, SLD060, SLK006, SLK009, SLH006, SLI005, SLC009, SLK019, SLK012, SLK002",5688.0,288.39,303.29999999999995,696.78,404.2200000000001,8223.930000000002,473.25,2166.69,44.279999999999994,5231.9400000000005,5129.009999999999,3518.01,714.8100000000001,24009.0,144317.46,49185.84,24650.37,58.620000000000005,548.37
Vegetable Fried Rice,"Green Pea Curry, Tapioca Chips, Vegetable Balls","Vegetable Fried Rice with Green Pea Curry, Tapioca Chips, Vegetable Balls","Rice, carrot, leeks, onion,  Spices, curry leaves, Green pea,  Coconut milk,  Chillies, Tapioca,  Oil,  Salt,  chillies, Carrot,  leeks,  Jackfruit","300.0, 60.0, 60.0, 15.0, 9.0, 7.5, 150.0, 75.0, 30.0, 100.0, 40.0, 20.0, 20.0, 30.0, 50.0, 10.0","SLA008, SLB002, SLD055, SLD060, SLK006, SLK009, SLC007,  SLI005, SLK002, SLB011,  SLJ002,  SLK002,  SLD055,  SLD049,  SLB006,  SLK018",3531.0,167.43,69.50999999999999,525.9,312.84000000000003,8186.16,418.59,1960.47,18.389999999999997,4925.1,3192.7199999999993,2631.7200000000003,498.24,14448.0,7782.750000000001,33665.219999999994,14905.23,34.23,457.38
Vegetable Fried Rice,"Wambatu Moju, Ginger Chicken, Vegetable Cutlets","Vegetable Fried Rice with Wambatu Moju, Ginger Chicken, Vegetable Cutlets","Rice, carrot, leeks, onion,  Spices, curry leaves, Eggplant,  Vinegar, tomato sause, Chicken,  Ginger,  Chillies, Carrot,  Potatoes","300.0, 60.0, 60.0, 30.0, 9.0, 7.5, 60.0, 1.5, 15.0, 100.0, 50.0, 30.0, 30.0, 40.0","SLA008, SLB002, SLD055, SLD060, SLK006, SLK009, SLD019, SLI017, , SLD082, SLH006, SLK012, SLK002,  SLB006,  SLK002",3330.0,182.73000000000002,97.95,384.09000000000003,277.05,8280.36,423.21000000000004,2523.27,19.35,4757.7300000000005,2862.87,2458.5,590.1,13788.0,10224.150000000001,36896.03999999999,15650.369999999999,35.67,293.09999999999997
Vegetable Fried Rice,"Parippu, Ala Badun, potatoe cheese Balls","Vegetable Fried Rice with Parippu, Ala Badun, potatoe cheese Balls","Rice, carrot, leeks, onion,  Spices, curry leaves, Dhal,  Coconut milk, Termeric powder, Potato,  Oil, chilli, cheese,  Potatoes,  pepper","300.0, 60.0, 60.0, 75.0, 9.0, 7.5, 30.0, 30.0, 15.0, 80.0, 20.0, 10.0, 30.0, 60.0, 10.0","SLA008, SLB002, SLD055, SLD060, SLK006, SLK009, SLC009, SLI005, SLK019, SLB006, SLJ002, SLG002,  SLB006,  SLK018",8928.0,269.7,656.4300000000001,733.02,382.86000000000007,8637.75,448.83,1923.72,41.97,7022.43,6121.44,3238.4700000000003,4503.78,22386.0,141333.41999999998,45979.829999999994,21621.18,52.71,565.26
Vegetable Fried Rice,"Wambatu Moju, potatoe cheese Balls, Ginger Chicken","Vegetable Fried Rice with Wambatu Moju, potatoe cheese Balls, Ginger Chicken","Rice, carrot, leeks, onion,  Spices, curry leaves, Eggplant,  Vinegar, tomato sause, cheese,  Potatoes,  pepper, Chicken,  Ginger,  Chillies","300.0, 60.0, 60.0, 30.0, 9.0, 7.5, 60.0, 1.5, 15.0, 60.0, 120.0, 20.0, 50.0, 25.0, 10.0","SLA008, SLB002, SLD055, SLD060, SLK006, SLK009, SLD019, SLI017, , SLD082, SLG002,  SLB006,  SLK018, SLH006, SLK012, SLK002",4470.0,241.98000000000005,182.76,419.1,277.05,8874.359999999999,423.21000000000004,2523.27,19.35,6686.7300000000005,4530.869999999999,2458.5,4502.099999999999,13788.0,10224.150000000001,36896.03999999999,15650.369999999999,35.67,293.09999999999997
Vegetable Fried Rice,"Chicken Curry, Chicken Curry, Fish Cutlets","Vegetable Fried Rice with Chicken Curry, Chicken Curry, Fish Cutlets","Rice, carrot, leeks, onion,  Spices, curry leaves, Chicken,  Coconut milk, Fish,  Potatoes,  Chillies","300.0, 60.0, 60.0, 15.0, 34.0, 7.5, 200.0, 50.0, 30.0, 50.0, 10.0","SLA008, SLB002, SLD055, SLD060, SLK006, SLK009, SLH006, SLI005, SLF034,  SLB006,  SLK002",3915.0,236.85000000000002,291.29999999999995,344.55,280.95,8077.080000000001,394.5,1960.65,37.62,4785.450000000001,3631.5299999999997,2406.2700000000004,819.51,12897.0,142979.28,49866.09,16895.37,42.06,270.96
Vegetable Fried Rice,"Vegetable Cutlets, potatoe cheese Balls, Ginger Chicken","Vegetable Fried Rice with Vegetable Cutlets, potatoe cheese Balls, Ginger Chicken","Rice, carrot, leeks, onion,  Spices, curry leaves, Carrot,  Potatoes,  Chillies, cheese,  pepper, Chicken,  Ginger","300.0, 60.0, 60.0, 15.0, 9.0, 7.5, 90.0, 240.0, 40.0, 60.0, 20.0, 50.0, 25.0","SLA008, SLB002, SLD055, SLD060, SLK006, SLK009,  SLB006,  SLK002, SLG002,  SLK018, SLH006, SLK012, SLK002",4263.0,234.12000000000003,181.11,396.75,260.55,8787.359999999999,419.49,2105.4,18.54,6605.13,4382.009999999999,2362.86,4467.029999999999,12348.0,9833.28,36735.84,14879.369999999999,29.7,288.21
Vegetable Fried Rice,"Green Pea Curry, Tapioca Chips, Ginger Chicken","Vegetable Fried Rice with Green Pea Curry, Tapioca Chips, Ginger Chicken","Rice, carrot, leeks, onion,  Spices, curry leaves, Green pea,  Coconut milk,  Chillies, Tapioca,  Oil,  Salt,  chillies, Chicken,  Ginger","300.0, 60.0, 60.0, 15.0, 9.0, 7.5, 150.0, 75.0, 40.0, 100.0, 40.0, 20.0, 20.0, 50.0, 25.0","SLA008, SLB002, SLD055, SLD060, SLK006, SLK009, SLC007,  SLI005, SLK002, SLB011,  SLJ002,  SLK002, SLH006, SLK012",4227.0,243.54000000000002,99.66,554.1899999999999,326.64000000000004,8251.859999999999,430.71,2141.1,20.13,5032.35,3862.709999999999,2872.05,624.69,16557.0,10788.75,36830.549999999996,17029.23,38.16,468.87
Vegetable Fried Rice,"Chicken Curry, Fish Cutlets, potatoe cheese Balls","Vegetable Fried Rice with Chicken Curry, Fish Cutlets, potatoe cheese Balls","Rice, carrot, leeks, onion,  Spices, curry leaves, Chicken,  Coconut milk, Fish,  Potatoes,  Chillies, cheese,  pepper","300.0, 60.0, 60.0, 15.0, 24.0, 7.5, 120.0, 30.0, 60.0, 160.0, 20.0, 30.0, 10.0","SLA008, SLB002, SLD055, SLD060, SLK006, SLK009, SLH006, SLI005, SLF034,  SLB006,  SLK002, SLG002,  SLK018",5055.0,296.1,376.10999999999996,379.56,280.95,8671.080000000002,394.5,1960.65,37.62,6714.450000000001,5299.53,2406.2700000000004,4731.509999999999,12897.0,142979.28,49866.09,16895.37,42.06,270.96
Vegetable Fried Rice,"Parippu, Wambatu Moju, potatoe cheese Balls","Vegetable Fried Rice with Parippu, Wambatu Moju, potatoe cheese Balls","Rice, carrot, leeks, onion,  Spices, curry leaves, Dhal,  Coconut milk, Termeric powder, Eggplant,  Vinegar, tomato sause, cheese,  Potatoes,  pepper","300.0, 60.0, 60.0, 25.0, 9.0, 7.5, 30.0, 30.0, 15.0, 40.0, 1.0, 10.0, 30.0, 60.0, 10.0","SLA008, SLB002, SLD055, SLD060, SLK006, SLK009, SLC009, SLI005, SLK019, SLD019, SLI017, , SLD082, SLG002,  SLB006,  SLK018",6222.0,272.54999999999995,357.33000000000004,710.1,394.20000000000005,8724.75,451.98,2334.09,42.63,7074.540000000001,6096.39,3262.59,4526.61,22203.0,141312.33,46072.28999999999,21971.37,57.660000000000004,536.01
Vegetable Fried Rice,"Ginger Chicken, Vegetable Cutlets, Tapioca Chips, potatoe cheese Balls","Vegetable Fried Rice with Ginger Chicken, Vegetable Cutlets, Tapioca Chips, potatoe cheese Balls","Rice, carrot, leeks, onion,  Spices, curry leaves, Chicken,  Ginger,  Chillies, Carrot,  Potatoes, Tapioca,  Oil,  Salt,  chillies, cheese,  pepper","400.0, 80.0, 80.0, 20.0, 12.0, 10.0, 200.0, 100.0, 70.0, 90.0, 180.0, 100.0, 40.0, 20.0, 20.0, 30.0, 10.0","SLA008, SLB002, SLD055, SLD060, SLK006, SLK009, SLH006, SLK012, SLK002,  SLB006,  SLK002, SLB011,  SLJ002, SLG002,  SLK018",5996.0,315.84000000000003,242.24,599.32,366.4,11716.48,559.8399999999999,2807.1999999999994,25.4,8885.96,6022.280000000001,3245.3999999999996,5999.04,17568.0,13344.999999999998,49020.64,20173.64,48.36,445.23999999999995
Vegetable Fried Rice,"Wambatu Moju, Green Pea Curry, Fish Cutlets, Tapioca Chips","Vegetable Fried Rice with Wambatu Moju, Green Pea Curry, Fish Cutlets, Tapioca Chips","Rice, carrot, leeks, onion,  Spices, curry leaves, Eggplant,  Vinegar, tomato sause, Green pea,  Coconut milk,  Chillies, Fish,  Potatoes, Tapioca,  Oil,  Salt,  chillies","400.0, 80.0, 80.0, 40.0, 12.0, 10.0, 80.0, 2.0, 20.0, 150.0, 75.0, 50.0, 60.0, 100.0, 50.0, 20.0, 10.0, 10.0","SLA008, SLB002, SLD055, SLD060, SLK006, SLK009, SLD019, SLI017, , SLD082, SLC007,  SLI005, SLK002, SLF034,  SLB006,  SLK002, SLB011,  SLJ002",5400.0,305.24,108.39999999999999,731.0,439.12,11088.56,563.08,3174.7199999999993,32.28,6849.120000000001,5299.44,3760.04,1054.3600000000001,22460.0,17714.159999999996,48396.560000000005,22941.64,53.6,616.36
Vegetable Fried Rice,"Devilled Fish, Green Pea Curry, Fish Cutlets, Ginger Chicken","Vegetable Fried Rice with Devilled Fish, Green Pea Curry, Fish Cutlets, Ginger Chicken","Rice, carrot, leeks, onion,  Spices, curry leaves, Fish,  Chili,  Curry leaves, Onion, Green pea,  Coconut milk,  Chillies,  Potatoes, Chicken,  Ginger","400.0, 80.0, 80.0, 20.0, 12.0, 10.0, 260.0, 20.0, 20.0, 80.0, 150.0, 75.0, 60.0, 100.0, 50.0, 25.0","SLA008, SLB002, SLD055, SLD060, SLK006, SLK009, SLF006, SLK002, SLC007,  SLI005, SLF034,  SLB006,  SLK002, SLH006, SLK012",5740.0,392.56,145.64000000000001,668.6000000000001,416.52,11060.16,573.76,2858.399999999999,32.839999999999996,6804.200000000001,5814.68,3858.0399999999995,1133.2,22248.0,20967.04,52363.880000000005,24411.16,42.120000000000005,564.2
Vegetable Fried Rice,"Parippu, Devilled Chicken, Cashew Curry, Tapioca Chips","Vegetable Fried Rice with Parippu, Devilled Chicken, Cashew Curry, Tapioca Chips","Rice, carrot, leeks, onion,  Spices, curry leaves, Dhal,  Coconut milk, Termeric powder, Chicken,  Chili,  Curry leaves, Onion, Cashew,  Chillies, Tapioca,  Oil,  Salt,  chillies","400.0, 80.0, 80.0, 20.0, 12.0, 10.0, 40.0, 90.0, 20.0, 150.0, 15.0, 30.0, 60.0, 100.0, 20.0, 50.0, 20.0, 10.0, 10.0","SLA008, SLB002, SLD055, SLD060, SLK006, SLK009, SLC009, SLI005, SLK019, SLH006, SLK002, SLI004,  SLI005, SLB011,  SLJ002,  SLK002",9992.0,453.16,582.56,1062.2,556.5200000000001,10905.16,630.4799999999999,2782.96,64.52000000000001,7108.28,8980.960000000001,5633.880000000001,984.9200000000001,34092.0,222373.24,178060.19999999998,61141.64000000001,94.2,857.24
Vegetable Fried Rice,"Parippu, Green Pea Curry, Fish Cutlets, Vegetable Balls","Vegetable Fried Rice with Parippu, Green Pea Curry, Fish Cutlets, Vegetable Balls","Rice, carrot, leeks, onion,  Spices, curry leaves, Dhal,  Coconut milk, Termeric powder, Green pea,  Chillies, Fish,  Potatoes, Carrot,  leeks,  Jackfruit","400.0, 80.0, 80.0, 20.0, 12.0, 10.0, 40.0, 115.0, 20.0, 150.0, 50.0, 60.0, 100.0, 30.0, 50.0, 10.0","SLA008, SLB002, SLD055, SLD060, SLK006, SLK009, SLC009, SLI005, SLK019, SLC007,  SLI005, SLK002, SLF034,  SLB006,  SLK002,  SLD055,  SLD049,  SLK018",8232.0,442.44,381.44000000000005,1077.6000000000001,589.6800000000001,11013.32,629.28,2699.2799999999997,64.84,7402.280000000001,8141.36,5077.800000000001,1177.6399999999999,34984.0,196271.28,64743.44,34607.159999999996,75.44,895.7599999999999
Vegetable Fried Rice,"Wambatu Moju, Green Pea Curry, potatoe cheese Balls, Ginger Chicken","Vegetable Fried Rice with Wambatu Moju, Green Pea Curry, potatoe cheese Balls, Ginger Chicken","Rice, carrot, leeks, onion,  Spices, curry leaves, Eggplant,  Vinegar, tomato sause, Green pea,  Coconut milk,  Chillies, cheese,  Potatoes,  pepper, Chicken,  Ginger","400.0, 80.0, 80.0, 40.0, 12.0, 10.0, 80.0, 2.0, 20.0, 150.0, 75.0, 40.0, 60.0, 120.0, 20.0, 50.0, 25.0","SLA008, SLB002, SLD055, SLD060, SLK006, SLK009, SLD019, SLI017, , SLD082, SLC007,  SLI005, SLK002, SLG002,  SLB006,  SLK018, SLH006, SLK012",7120.0,410.52000000000004,247.4,745.08,438.52,11910.48,578.72,3411.959999999999,27.240000000000002,9311.48,7393.159999999999,3861.9999999999995,6052.68,22892.0,14672.199999999999,49281.48000000001,23399.16,50.080000000000005,570.72
Vegetable Fried Rice,"Parippu, Devilled Chicken, Cashew Curry, Ginger Chicken","Vegetable Fried Rice with Parippu, Devilled Chicken, Cashew Curry, Ginger Chicken","Rice, carrot, leeks, onion,  Spices, curry leaves, Dhal,  Coconut milk, Termeric powder, Chicken,  Chili,  Curry leaves, Onion, Cashew,  Chillies,  Ginger","400.0, 80.0, 80.0, 20.0, 12.0, 10.0, 40.0, 90.0, 20.0, 200.0, 15.0, 30.0, 60.0, 100.0, 30.0, 25.0","SLA008, SLB002, SLD055, SLD060, SLK006, SLK009, SLC009, SLI005, SLK019, SLH006, SLK002, SLI004,  SLI005, SLK012",9904.0,458.40000000000003,585.04,1029.6000000000001,555.9200000000001,10965.24,646.1199999999999,2897.2,65.24000000000001,7111.92,8986.68,5778.680000000001,988.84,34592.0,223035.28,178305.12,62219.16,90.67999999999999,811.6
Vegetable Fried Rice,"Chicken Curry, Ginger Chicken, Vegetable Cutlets, Ginger Chicken","Vegetable Fried Rice with Chicken Curry, Ginger Chicken, Vegetable Cutlets, Ginger Chicken","Rice, carrot, leeks, onion,  Spices, curry leaves, Chicken,  Coconut milk,  Ginger,  Chillies, Carrot,  Potatoes","400.0, 80.0, 80.0, 20.0, 32.0, 10.0, 360.0, 40.0, 100.0, 60.0, 60.0, 80.0","SLA008, SLB002, SLD055, SLD060, SLK006, SLK009, SLH006, SLI005, SLK012, SLK002,  SLB006,  SLK002",5184.0,262.32,381.16,518.1200000000001,409.96,10924.48,559.3199999999999,2817.9599999999996,45.84,6370.84,4422.679999999999,3472.1599999999994,808.08,19040.0,185239.04,63621.12,23667.16,65.32,384.28
Vegetable Fried Rice,"Parippu, Ginger Chicken, potatoe cheese Balls, Vegetable Balls","Vegetable Fried Rice with Parippu, Ginger Chicken, potatoe cheese Balls, Vegetable Balls","Rice, carrot, leeks, onion,  Spices, curry leaves, Dhal,  Coconut milk, Termeric powder, Chicken,  Ginger,  Chillies, cheese,  Potatoes,  pepper, Carrot,  leeks,  Jackfruit","400.0, 80.0, 80.0, 20.0, 12.0, 10.0, 40.0, 40.0, 20.0, 150.0, 75.0, 30.0, 60.0, 120.0, 20.0, 30.0, 50.0, 10.0","SLA008, SLB002, SLD055, SLD060, SLK006, SLK009, SLC009, SLI005, SLK019, SLH006, SLK012, SLK002, SLG002,  SLB006,  SLK018,  SLD055,  SLD049",9104.0,463.52000000000004,517.48,975.72,538.96,11757.24,630.9999999999999,2888.9199999999996,59.04,9547.92,9062.68,4690.680000000001,6169.08,32012.0,192423.28,65581.12000000001,32867.16,78.16,731.16
Vegetable Fried Rice,"Parippu, Green Pea Curry, Fish Cutlets, potatoe cheese Balls","Vegetable Fried Rice with Parippu, Green Pea Curry, Fish Cutlets, potatoe cheese Balls","Rice, carrot, leeks, onion,  Spices, curry leaves, Dhal,  Coconut milk, Termeric powder, Green pea,  Chillies, Fish,  Potatoes, cheese,  pepper","400.0, 80.0, 80.0, 20.0, 12.0, 10.0, 40.0, 115.0, 20.0, 150.0, 50.0, 60.0, 160.0, 30.0, 10.0","SLA008, SLB002, SLD055, SLD060, SLK006, SLK009, SLC009, SLI005, SLK019, SLC007,  SLI005, SLK002, SLF034,  SLB006,  SLK002, SLG002,  SLK018",9752.0,521.44,494.52000000000004,1124.2800000000002,589.6800000000001,11805.32,629.28,2699.2799999999997,64.84,9974.28,10365.36,5077.800000000001,6393.639999999999,34984.0,196271.28,64743.44,34607.159999999996,75.44,895.7599999999999
Vegetable Fried Rice,"Parippu, Devilled Chicken, Ala Badun, Vegetable Balls","Vegetable Fried Rice with Parippu, Devilled Chicken, Ala Badun, Vegetable Balls","Rice, carrot, leeks, onion,  Spices, curry leaves, Dhal,  Coconut milk, Termeric powder, Chicken,  Chili,  Curry leaves, Onion, Potato,  Oil, chilli, Carrot,  leeks,  Jackfruit","400.0, 80.0, 80.0, 80.0, 12.0, 10.0, 40.0, 40.0, 20.0, 150.0, 15.0, 30.0, 60.0, 80.0, 20.0, 10.0, 30.0, 50.0, 10.0","SLA008, SLB002, SLD055, SLD060, SLK006, SLK009, SLC009, SLI005, SLK019, SLH006, SLK002, SLB006, SLJ002,  SLD055,  SLD049,  SLB006,  SLK018",11244.0,382.28000000000003,802.1600000000001,951.6800000000001,527.44,10905.16,615.5999999999999,2784.68,57.84,6932.48,6885.24,4546.320000000001,922.4800000000001,32572.0,192076.56,65387.0,32016.24,74.28,761.3599999999999
Vegetable Fried Rice,"Wambatu Moju, Ginger Chicken, Vegetable Cutlets, potatoe cheese Balls","Vegetable Fried Rice with Wambatu Moju, Ginger Chicken, Vegetable Cutlets, potatoe cheese Balls","Rice, carrot, leeks, onion,  Spices, curry leaves, Eggplant,  Vinegar, tomato sause, Chicken,  Ginger,  Chillies, Carrot,  Potatoes, cheese,  pepper","400.0, 80.0, 80.0, 40.0, 12.0, 10.0, 80.0, 2.0, 20.0, 150.0, 75.0, 50.0, 60.0, 140.0, 30.0, 10.0","SLA008, SLB002, SLD055, SLD060, SLK006, SLK009, SLD019, SLI017, , SLD082, SLH006, SLK012, SLK002,  SLB006,  SLK002, SLG002,  SLK018",5960.0,322.64,243.68,558.8000000000001,369.4,11832.48,564.28,3364.359999999999,25.799999999999997,8915.64,6041.16,3277.9999999999995,6002.8,18384.0,13632.199999999999,49194.72000000001,20867.16,47.56,390.8
Vegetable Fried Rice,"Devilled Chicken, Devilled Fish, Cashew Curry, Vegetable Cutlets","Vegetable Fried Rice with Devilled Chicken, Devilled Fish, Cashew Curry, Vegetable Cutlets","Rice, carrot, leeks, onion,  Spices, curry leaves, Chicken,  Chili,  Curry leaves, Onion, Fish, Cashew,  Coconut milk,  Chillies, Carrot,  Potatoes","400.0, 80.0, 80.0, 20.0, 12.0, 10.0, 200.0, 35.0, 55.0, 140.0, 150.0, 100.0, 50.0, 30.0, 30.0, 40.0","SLA008, SLB002, SLD055, SLD060, SLK006, SLK009, SLH006, SLK002, SLF006, SLI004,  SLI005,  SLB006,  SLK002",6260.0,298.12,305.8,545.1600000000001,345.96,10864.4,558.28,2701.24,29.52,6288.08,5581.360000000001,3998.7599999999998,728.8800000000001,17440.0,42827.04,161420.68,47779.16,46.88,449.4
